track_id,class_name,start_frame,end_frame,start_time_sec,end_time_sec,duration_sec,num_visible_frames,num_observed_motion_frames,num_weak_motion_frames,num_detector_only_frames,observed_motion_ratio,weak_motion_ratio,mean_motion_inside_bbox,max_motion_inside_bbox,mean_motion_coverage,mean_motion_density,max_motion_density,associated_motion_blob_count,mean_associated_blob_importance,track_displacement_px,normalized_track_displacement,trajectory_length,mean_speed,median_speed,bbox_jitter_score,class_weight,track_motion_importance,is_stationary_track,is_moving_track,track_state
246,truck,294,318,9.8098,10.6106,0.8008,5,0,0,5,0.0,0.0,0.01865,0.021258,0.007905,0.949301,1.056992,0,0.0,3.49,0.001584,5.06,6.3213,5.8384,1.4511,0.9,0.0,True,False,weak_only_stationary
251,car,300,306,10.01,10.2102,0.2002,2,2,0,0,1.0,0.0,0.472315,0.475079,0.99053,23.947687,24.273714,2,0.535,42.25,0.01918,42.25,211.0527,211.2637,1.0,0.95,0.0,True,False,weak_only_stationary
258,car,306,528,10.2102,17.6176,7.4074,7,1,4,2,0.142857,0.571429,0.213142,0.34077,0.674024,11.245686,17.854063,1,0.775,71.0,0.03223,98.41,13.2857,64.399,1.3861,0.95,0.0,True,False,weak_only_stationary
289,car,384,402,12.8128,13.4134,0.6006,4,0,0,4,0.0,0.0,0.023109,0.029701,0.067343,1.078418,1.288759,0,0.0,1.83,0.000829,1.97,3.2872,3.4438,1.0806,0.95,0.0,True,False,weak_only_stationary
319,car,426,630,14.2142,21.021,6.8068,4,1,0,3,0.25,0.0,0.101092,0.335128,0.233602,5.221758,17.355653,1,0.775,50.75,0.023037,52.75,7.7501,20.3451,1.0395,0.95,0.0,True,False,weak_only_stationary
357,truck,480,1998,16.016,66.6666,50.6506,199,3,0,196,0.015075,0.0,0.016408,0.055195,0.014833,0.788927,2.468541,3,0.262243,11.93,0.005416,487.92,9.633,8.6065,40.8963,0.9,0.0,True,False,stationary_vehicle
358,car,480,522,16.016,17.4174,1.4014,8,2,0,6,0.25,0.0,0.02051,0.029016,0.02159,1.144449,1.53515,2,0.1125,10.45,0.004742,13.27,9.4687,9.4145,1.2704,0.95,0.0,True,False,stationary_vehicle
390,car,522,666,17.4174,22.2222,4.8048,4,1,2,1,0.25,0.5,0.092306,0.173903,0.297582,4.331435,7.901137,1,0.775,10.5,0.004766,10.65,2.2176,16.3348,1.0148,0.95,0.0,True,False,weak_only_stationary
434,car,576,576,19.2192,19.2192,0.2,1,0,0,1,0.0,0.0,0.018908,0.018908,0.003643,0.849992,0.849992,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,True,False,weak_only_stationary
449,car,594,636,19.8198,21.2212,1.4014,8,0,0,8,0.0,0.0,0.019845,0.02255,0.016482,0.933029,1.074176,0,0.0,2.61,0.001185,4.2,2.9943,3.0871,1.6072,0.95,0.0,True,False,stationary_vehicle
452,car,600,618,20.02,20.6206,0.6006,4,2,2,0,0.5,0.5,0.518408,0.535455,0.997641,23.334276,26.640069,2,0.395,83.26,0.037794,83.35,138.7782,141.9946,1.0011,0.95,0.0,True,False,weak_only_stationary
478,car,654,660,21.8218,22.022,0.2002,2,0,0,2,0.0,0.0,0.018776,0.020416,0.014856,0.961753,1.07939,0,0.0,0.22,0.000102,0.22,1.1169,1.118,0.2236,0.95,0.0,True,False,weak_only_stationary
488,car,684,714,22.8228,23.8238,1.001,6,5,1,0,0.833333,0.166667,0.3776,0.404303,1.0,18.35751,22.371266,5,0.100558,40.74,0.018495,40.81,40.7649,43.7146,1.0015,0.95,0.0,True,False,weak_only_stationary
489,car,690,696,23.023,23.2232,0.2002,2,0,0,2,0.0,0.0,0.029247,0.030753,0.066532,1.4264,1.553564,0,0.0,4.8,0.00218,4.8,23.9835,24.0075,1.0,0.95,0.0,True,False,weak_only_stationary
504,car,714,720,23.8238,24.024,0.2002,2,0,1,1,0.0,0.5,0.037048,0.039382,0.126913,1.86656,1.954008,0,0.0,2.22,0.001006,2.22,11.075,11.086,1.0,0.95,0.0,True,False,weak_only_stationary
505,car,714,744,23.8238,24.8248,1.001,5,1,0,4,0.2,0.0,0.018316,0.020418,0.018302,1.009401,1.206462,1,0.290364,4.99,0.002267,5.97,5.9606,4.6055,1.195,0.95,0.0,True,False,weak_only_stationary
517,person,726,726,24.2242,24.2242,0.2,1,0,0,1,0.0,0.0,0.018048,0.018048,0.000512,1.094996,1.094996,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False,stationary_person
539,truck,750,774,25.025,25.8258,0.8008,5,0,0,5,0.0,0.0,0.016032,0.019843,0.005482,0.870738,1.030464,0,0.0,2.39,0.001085,3.81,4.7624,4.5917,1.5956,0.9,0.0,True,False,weak_only_stationary
563,car,798,900,26.6266,30.03,3.4034,5,4,1,0,0.8,0.2,0.031586,0.049487,0.117607,1.318886,2.748406,4,0.272664,15.1,0.006856,16.51,4.8518,23.2961,1.0934,0.95,0.0,True,False,weak_only_stationary
571,car,810,1578,27.027,52.6526,25.6256,85,3,3,79,0.035294,0.035294,0.021571,0.110665,0.048827,1.050348,5.327111,3,0.393589,9.98,0.00453,160.35,6.2575,7.4801,16.0675,0.95,0.0,True,False,stationary_vehicle
592,car,858,1536,28.6286,51.2512,22.6226,92,0,2,90,0.0,0.021739,0.01912,0.052654,0.023682,0.898521,2.511702,0,0.0,2.5,0.001135,67.36,2.9774,2.8022,26.931,0.95,0.0,True,False,stationary_vehicle
596,car,864,1170,28.8288,39.039,10.2102,44,7,21,16,0.159091,0.477273,0.066337,0.143136,0.498455,2.790272,7.396636,7,0.088321,39.98,0.018149,59.56,5.8331,5.7363,1.4897,0.95,0.0,True,False,weak_only_stationary
597,car,864,906,28.8288,30.2302,1.4014,6,1,5,0,0.166667,0.833333,0.404583,0.42844,0.995166,15.648149,18.840872,1,0.190547,66.01,0.029967,66.11,47.1716,49.4094,1.0014,0.95,0.0,True,False,weak_only_stationary
619,car,906,948,30.2302,31.6316,1.4014,6,0,5,1,0.0,0.833333,0.168095,0.288912,0.835331,6.708206,13.265997,0,0.0,6.43,0.002919,10.35,7.382,12.2504,1.6086,0.95,0.0,True,False,weak_only_stationary
640,car,966,978,32.2322,32.6326,0.4004,2,0,0,2,0.0,0.0,0.015798,0.016883,0.010174,0.984492,1.174814,0,0.0,8.8,0.003997,8.8,21.9889,44.0217,1.0,0.95,0.0,True,False,weak_only_stationary
645,car,984,1584,32.8328,52.8528,20.02,50,3,3,44,0.06,0.06,0.021509,0.046887,0.02687,1.094153,2.664168,3,0.313381,1.21,0.000548,95.02,4.7463,8.412,78.6508,0.95,0.0,True,False,stationary_vehicle
649,car,990,990,33.033,33.033,0.2,1,0,0,1,0.0,0.0,0.018598,0.018598,0.002158,1.040758,1.040758,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,True,False,weak_only_stationary
668,car,1020,1050,34.034,35.035,1.001,5,0,5,0,0.0,1.0,0.240846,0.277002,0.97819,10.296072,11.996122,0,0.0,28.16,0.012782,28.42,28.3938,35.5848,1.0094,0.95,0.0,True,False,weak_only_stationary
681,car,1038,1548,34.6346,51.6516,17.017,86,0,4,82,0.0,0.046512,0.017155,0.084299,0.026586,0.900864,4.063753,0,0.0,4.21,0.001911,104.79,6.1581,3.6705,24.8973,0.95,0.0,True,False,stationary_vehicle
691,car,1080,1134,36.036,37.8378,1.8018,10,0,0,10,0.0,0.0,0.015444,0.031074,0.021592,0.91519,1.781893,0,0.0,1.62,0.000735,6.18,3.4302,3.3723,3.8148,0.95,0.0,True,False,stationary_vehicle
745,car,1158,1158,38.6386,38.6386,0.2,1,1,0,0,1.0,0.0,0.523558,0.523558,1.0,33.826981,33.826981,1,0.333875,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,True,False,weak_only_stationary
759,car,1182,1182,39.4394,39.4394,0.2,1,1,0,0,1.0,0.0,0.574834,0.574834,1.0,37.173638,37.173638,1,0.566613,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,True,False,weak_only_stationary
768,car,1200,1266,40.04,42.2422,2.2022,10,4,6,0,0.4,0.6,0.257202,0.423764,0.96394,12.471929,23.947136,4,0.464315,86.97,0.039479,87.32,39.6499,26.2053,1.004,0.95,0.0,True,False,weak_only_stationary
777,car,1224,1260,40.8408,42.042,1.2012,6,0,1,5,0.0,0.166667,0.036246,0.050917,0.194035,1.526769,2.053763,0,0.0,6.02,0.002731,8.13,6.7673,9.8078,1.3511,0.95,0.0,True,False,weak_only_stationary
790,truck,1248,1290,41.6416,43.043,1.4014,8,8,0,0,1.0,0.0,0.252273,0.321291,0.927158,13.821027,17.605137,8,0.399987,47.28,0.021463,47.71,34.0425,35.7425,1.009,0.9,0.0,True,False,weak_only_stationary
805,car,1278,1296,42.6426,43.2432,0.6006,4,1,3,0,0.25,0.75,0.196923,0.213575,0.982619,11.668133,16.114357,1,0.17296,9.6,0.004356,10.76,17.9219,17.1327,1.1216,0.95,0.0,True,False,weak_only_stationary
822,car,1314,1374,43.8438,45.8458,2.002,9,1,8,0,0.111111,0.888889,0.124687,0.183608,0.825113,7.768292,13.692758,1,0.242363,22.1,0.010034,24.76,12.3683,13.8663,1.1202,0.95,0.0,True,False,weak_only_stationary
823,car,1320,1368,44.044,45.6456,1.6016,5,5,0,0,1.0,0.0,0.33197,0.427705,0.999121,19.383085,25.752706,5,0.451757,72.03,0.032697,73.24,45.7284,48.0928,1.0168,0.95,0.0,True,False,weak_only_stationary
835,car,1350,1626,45.045,54.2542,9.2092,32,0,1,31,0.0,0.03125,0.022103,0.084884,0.047273,1.181565,2.993358,0,0.0,13.89,0.006307,55.91,6.0714,5.5509,4.0241,0.95,0.0,True,False,stationary_vehicle
865,car,1422,1428,47.4474,47.6476,0.2002,2,0,0,2,0.0,0.0,0.016809,0.020123,0.002357,1.009544,1.256459,0,0.0,0.53,0.000241,0.53,2.6516,2.6542,0.5308,0.95,0.0,True,False,weak_only_stationary
875,car,1470,1494,49.049,49.8498,0.8008,5,2,3,0,0.4,0.6,0.174257,0.21426,0.994359,9.693661,11.228911,2,0.16,17.44,0.007917,19.22,23.9989,22.0934,1.1019,0.95,0.0,True,False,weak_only_stationary
892,truck,1530,1566,51.051,52.2522,1.2012,7,0,0,7,0.0,0.0,0.019091,0.025786,0.030358,0.993728,1.371112,0,0.0,0.21,9.5e-05,3.5,2.9159,2.8463,3.5026,0.9,0.0,True,False,weak_only_stationary
924,car,1632,1686,54.4544,56.2562,1.8018,10,0,0,10,0.0,0.0,0.01715,0.027703,0.014913,0.810451,1.006524,0,0.0,2.17,0.000986,5.29,2.9337,3.1945,2.4346,0.95,0.0,True,False,stationary_vehicle
931,car,1656,1668,55.2552,55.6556,0.4004,3,1,2,0,0.333333,0.666667,0.122789,0.131444,0.758038,6.506318,7.640906,1,0.525,5.62,0.002551,5.72,14.282,14.2963,1.0176,0.95,0.0,True,False,weak_only_stationary
937,car,1668,1896,55.6556,63.2632,7.6076,13,0,12,1,0.0,0.923077,0.117135,0.189974,0.756138,4.980719,7.683228,0,0.0,43.44,0.019718,48.38,6.36,17.7254,1.1139,0.95,0.0,True,False,stationary_vehicle
938,car,1674,1686,55.8558,56.2562,0.4004,3,1,2,0,0.333333,0.666667,0.060923,0.08458,0.433611,3.303624,5.271516,1,0.0,0.6,0.000272,2.11,5.2666,5.2719,2.1087,0.95,0.0,True,False,weak_only_stationary
948,car,1704,1704,56.8568,56.8568,0.2,1,0,0,1,0.0,0.0,0.019812,0.019812,0.007255,0.951118,0.951118,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,True,False,weak_only_stationary
954,car,1728,1734,57.6576,57.8578,0.2002,2,0,0,2,0.0,0.0,0.016093,0.019279,0.004317,0.711215,0.714772,0,0.0,0.94,0.000427,0.94,4.6934,4.6981,0.9396,0.95,0.0,True,False,weak_only_stationary
958,car,1734,1914,57.8578,63.8638,6.006,6,2,4,0,0.333333,0.666667,0.467884,0.528419,0.999121,20.966466,26.046478,2,0.24,80.04,0.036334,105.04,17.4895,110.9123,1.3124,0.95,0.0,True,False,weak_only_stationary
974,car,1770,1782,59.059,59.4594,0.4004,3,0,0,3,0.0,0.0,0.016284,0.019002,0.00866,0.786664,0.934674,0,0.0,1.12,0.000509,1.17,2.9231,2.926,1.0442,0.95,0.0,True,False,weak_only_stationary
981,car,1788,1824,59.6596,60.8608,1.2012,7,0,7,0,0.0,1.0,0.402675,0.460572,1.0,18.111515,21.361568,0,0.0,114.23,0.051853,114.33,95.1788,103.5639,1.0009,0.95,0.0,True,False,weak_only_stationary
984,car,1794,1806,59.8598,60.2602,0.4004,3,0,3,0,0.0,1.0,0.141634,0.154927,0.899582,6.507081,7.703364,0,0.0,7.78,0.003531,7.8,19.47,19.4895,1.0023,0.95,0.0,True,False,weak_only_stationary
992,car,1824,1956,60.8608,65.2652,4.4044,10,0,0,10,0.0,0.0,0.014006,0.017485,0.002857,0.574073,0.685217,0,0.0,1.36,0.000618,19.65,4.4617,8.1892,14.4353,0.95,0.0,True,False,stationary_vehicle
1005,car,1854,1866,61.8618,62.2622,0.4004,3,0,3,0,0.0,1.0,0.255538,0.272209,1.0,11.346609,12.491618,0,0.0,10.72,0.004865,11.35,28.3491,28.3775,1.0591,0.95,0.0,True,False,weak_only_stationary
1009,car,1854,1854,61.8618,61.8618,0.2,1,0,0,1,0.0,0.0,0.017939,0.017939,0.005314,0.859801,0.859801,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,True,False,weak_only_stationary
1022,car,1890,1974,63.063,65.8658,2.8028,10,0,0,10,0.0,0.0,0.016328,0.020648,0.005068,0.678818,0.734036,0,0.0,3.42,0.001551,10.9,3.8875,4.423,3.1882,0.95,0.0,True,False,stationary_vehicle
1026,car,1896,1986,63.2632,66.2662,3.003,16,3,13,0,0.1875,0.8125,0.159294,0.219036,0.963408,6.55089,10.075351,3,0.261667,75.64,0.034336,78.53,26.1507,26.9876,1.0382,0.95,0.0,True,False,weak_only_stationary
1035,car,1908,1962,63.6636,65.4654,1.8018,10,0,10,0,0.0,1.0,0.279338,0.351932,1.0,11.313791,15.795387,0,0.0,130.86,0.059404,131.59,73.0341,67.6946,1.0056,0.95,0.0,True,False,weak_only_stationary
1044,car,1938,1944,64.6646,64.8648,0.2002,2,0,2,0,0.0,1.0,0.293251,0.300159,0.996538,10.574485,11.701541,0,0.0,7.49,0.0034,7.49,37.4161,37.4535,1.0,0.95,0.0,True,False,weak_only_stationary
1058,car,1974,1980,65.8658,66.066,0.2002,2,0,2,0,0.0,1.0,0.06871,0.071134,0.478629,2.958553,3.112899,0,0.0,1.11,0.000504,1.11,5.5454,5.5509,1.0,0.95,0.0,True,False,weak_only_stationary
1067,car,1998,1998,66.6666,66.6666,0.2,1,0,1,0,0.0,1.0,0.208475,0.208475,1.0,9.843173,9.843173,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,True,False,weak_only_stationary
