video_name,sampled_idx,frame_idx,timestamp_sec,track_id,class_id,class_name,confidence,x1,y1,x2,y2,bbox_area_ratio,center_x,center_y
VIRAT_S_050300_07_001623_001690,2,18,0.6006,2,2,car,0.709063,636,781,903,884,0.01321414,770.15,833.18
VIRAT_S_050300_07_001623_001690,2,18,0.6006,3,2,car,0.637953,943,722,1181,816,0.0108715,1062.85,769.53
VIRAT_S_050300_07_001623_001690,2,18,0.6006,4,2,car,0.600508,938,656,1145,733,0.00769462,1041.88,694.89
VIRAT_S_050300_07_001623_001690,2,18,0.6006,5,7,truck,0.587718,100,574,309,691,0.01175145,204.98,632.92
VIRAT_S_050300_07_001623_001690,2,18,0.6006,6,2,car,0.48384,878,567,1125,658,0.01078479,1002.03,612.8
VIRAT_S_050300_07_001623_001690,2,18,0.6006,7,2,car,0.518154,1287,252,1342,284,0.00085779,1315.43,268.68
VIRAT_S_050300_07_001623_001690,2,18,0.6006,8,7,truck,0.482126,636,648,896,776,0.01606062,766.57,712.56
VIRAT_S_050300_07_001623_001690,2,18,0.6006,9,2,car,0.460155,1489,297,1559,336,0.00130964,1524.28,316.71
VIRAT_S_050300_07_001623_001690,2,18,0.6006,11,7,truck,0.340473,696,440,843,503,0.00450576,770.28,471.84
VIRAT_S_050300_07_001623_001690,3,24,0.8008,1,2,car,0.841981,979,814,1232,925,0.0135121,1105.93,870.06
VIRAT_S_050300_07_001623_001690,3,24,0.8008,2,2,car,0.726504,634,781,902,884,0.01324503,768.1,832.86
VIRAT_S_050300_07_001623_001690,3,24,0.8008,3,2,car,0.673624,940,721,1179,816,0.01094212,1060.14,769.44
VIRAT_S_050300_07_001623_001690,3,24,0.8008,4,2,car,0.570525,932,655,1146,735,0.00826061,1039.56,695.86
VIRAT_S_050300_07_001623_001690,3,24,0.8008,5,7,truck,0.620034,101,576,304,690,0.01116357,203.27,633.61
VIRAT_S_050300_07_001623_001690,3,24,0.8008,6,2,car,0.494604,879,567,1123,657,0.01058989,1001.44,612.85
VIRAT_S_050300_07_001623_001690,3,24,0.8008,7,2,car,0.557224,1287,253,1342,285,0.0008454,1315.14,269.27
VIRAT_S_050300_07_001623_001690,3,24,0.8008,8,7,truck,0.559489,638,653,891,778,0.01530543,765.02,715.93
VIRAT_S_050300_07_001623_001690,3,24,0.8008,9,2,car,0.490369,1476,292,1547,332,0.00136332,1512.33,312.32
VIRAT_S_050300_07_001623_001690,3,24,0.8008,11,7,truck,0.398464,694,438,844,503,0.00471094,769.43,470.92
VIRAT_S_050300_07_001623_001690,4,30,1.001,1,2,car,0.835029,978,813,1231,925,0.01361256,1105.01,869.41
VIRAT_S_050300_07_001623_001690,4,30,1.001,2,2,car,0.704077,636,782,898,882,0.01264808,767.11,832.68
VIRAT_S_050300_07_001623_001690,4,30,1.001,3,2,car,0.634186,940,721,1177,816,0.01083116,1059.1,768.98
VIRAT_S_050300_07_001623_001690,4,30,1.001,4,2,car,0.621804,933,654,1147,734,0.00825593,1040.77,694.42
VIRAT_S_050300_07_001623_001690,4,30,1.001,5,7,truck,0.628627,99,574,306,691,0.01165467,202.9,633.02
VIRAT_S_050300_07_001623_001690,4,30,1.001,6,2,car,0.447275,874,569,1124,661,0.01110068,999.77,615.21
VIRAT_S_050300_07_001623_001690,4,30,1.001,7,2,car,0.495247,1286,252,1341,285,0.00087096,1313.95,268.7
VIRAT_S_050300_07_001623_001690,4,30,1.001,8,7,truck,0.530414,634,651,892,779,0.01591884,763.39,715.32
VIRAT_S_050300_07_001623_001690,4,30,1.001,9,2,car,0.318348,1468,287,1536,326,0.00129655,1502.43,307.41
VIRAT_S_050300_07_001623_001690,4,30,1.001,11,7,truck,0.373094,694,438,843,502,0.00459255,768.93,470.36
VIRAT_S_050300_07_001623_001690,4,30,1.001,20,2,car,0.327918,698,443,840,501,0.00399659,769.66,472.72
VIRAT_S_050300_07_001623_001690,5,36,1.2012,1,2,car,0.829792,978,812,1232,924,0.0137374,1105.45,868.87
VIRAT_S_050300_07_001623_001690,5,36,1.2012,2,2,car,0.72727,636,782,897,882,0.01261856,767.11,832.07
VIRAT_S_050300_07_001623_001690,5,36,1.2012,3,2,car,0.634352,941,722,1176,815,0.01059788,1059.19,768.85
VIRAT_S_050300_07_001623_001690,5,36,1.2012,4,2,car,0.608484,934,654,1144,732,0.00787678,1039.52,693.31
VIRAT_S_050300_07_001623_001690,5,36,1.2012,5,7,truck,0.670619,95,571,308,691,0.01220532,201.98,631.56
VIRAT_S_050300_07_001623_001690,5,36,1.2012,6,2,car,0.399018,873,566,1125,659,0.01134525,999.75,612.97
VIRAT_S_050300_07_001623_001690,5,36,1.2012,7,2,car,0.487552,1285,252,1341,285,0.000879,1313.24,268.61
VIRAT_S_050300_07_001623_001690,5,36,1.2012,8,7,truck,0.504408,634,651,892,778,0.01574258,763.19,715.1
VIRAT_S_050300_07_001623_001690,5,36,1.2012,9,2,car,0.370999,1458,284,1524,322,0.00119458,1491.73,303.22
VIRAT_S_050300_07_001623_001690,5,36,1.2012,11,7,truck,0.322756,693,437,842,502,0.00467628,767.79,469.84
VIRAT_S_050300_07_001623_001690,5,36,1.2012,20,2,car,0.296858,692,440,844,502,0.00460767,768.07,471.58
VIRAT_S_050300_07_001623_001690,6,42,1.4014,1,2,car,0.824773,978,813,1232,925,0.01368695,1105.81,869.2
VIRAT_S_050300_07_001623_001690,6,42,1.4014,2,2,car,0.728225,636,782,898,882,0.01261631,767.35,832.4
VIRAT_S_050300_07_001623_001690,6,42,1.4014,3,2,car,0.62875,941,722,1176,815,0.01056291,1059.02,768.88
VIRAT_S_050300_07_001623_001690,6,42,1.4014,4,2,car,0.650009,937,654,1143,731,0.00765982,1040.16,693.09
VIRAT_S_050300_07_001623_001690,6,42,1.4014,5,7,truck,0.646344,96,571,307,690,0.01212639,201.97,631.01
VIRAT_S_050300_07_001623_001690,6,42,1.4014,6,2,car,0.399077,874,565,1124,658,0.01124448,999.9,611.75
VIRAT_S_050300_07_001623_001690,6,42,1.4014,7,2,car,0.475919,1284,252,1339,285,0.00088644,1312.01,268.72
VIRAT_S_050300_07_001623_001690,6,42,1.4014,8,7,truck,0.461702,635,653,890,778,0.01545725,762.99,716.11
VIRAT_S_050300_07_001623_001690,6,42,1.4014,9,2,car,0.350456,1450,282,1514,319,0.0011502,1482.45,301.38
VIRAT_S_050300_07_001623_001690,6,42,1.4014,11,7,truck,0.355456,692,436,843,502,0.00482822,767.92,469.74
VIRAT_S_050300_07_001623_001690,6,42,1.4014,20,2,car,0.375215,688,438,846,503,0.00500055,767.68,471.09
VIRAT_S_050300_07_001623_001690,7,48,1.6016,1,2,car,0.830021,980,814,1231,925,0.01343279,1105.61,870.09
VIRAT_S_050300_07_001623_001690,7,48,1.6016,2,2,car,0.701359,636,782,898,882,0.01265543,767.66,832.62
VIRAT_S_050300_07_001623_001690,7,48,1.6016,3,2,car,0.640029,940,722,1177,815,0.01064237,1058.65,769.23
VIRAT_S_050300_07_001623_001690,7,48,1.6016,4,2,car,0.610453,932,654,1146,734,0.00826555,1039.29,694.53
VIRAT_S_050300_07_001623_001690,7,48,1.6016,5,7,truck,0.643518,96,570,307,689,0.01213365,201.61,630.12
VIRAT_S_050300_07_001623_001690,7,48,1.6016,6,2,car,0.322353,879,566,1121,656,0.01061794,1000.66,611.4
VIRAT_S_050300_07_001623_001690,7,48,1.6016,7,2,car,0.306236,1285,252,1339,284,0.00083808,1312.41,268.68
VIRAT_S_050300_07_001623_001690,7,48,1.6016,8,7,truck,0.523351,637,656,889,779,0.01500518,763.32,717.78
VIRAT_S_050300_07_001623_001690,7,48,1.6016,9,2,car,0.490992,1444,279,1504,314,0.0010031,1474.43,297.01
VIRAT_S_050300_07_001623_001690,7,48,1.6016,11,7,truck,0.348758,692,436,843,502,0.00481718,767.68,469.93
VIRAT_S_050300_07_001623_001690,7,48,1.6016,20,2,car,0.33915,687,438,846,504,0.00506213,767.01,471.33
VIRAT_S_050300_07_001623_001690,8,54,1.8018,1,2,car,0.821221,981,815,1230,925,0.01320913,1105.83,870.68
VIRAT_S_050300_07_001623_001690,8,54,1.8018,2,2,car,0.722224,636,782,898,883,0.01277187,767.61,832.79
VIRAT_S_050300_07_001623_001690,8,54,1.8018,3,2,car,0.643518,939,722,1177,815,0.01068965,1058.35,769.03
VIRAT_S_050300_07_001623_001690,8,54,1.8018,4,2,car,0.627796,930,654,1146,735,0.00847841,1038.72,695.16
VIRAT_S_050300_07_001623_001690,8,54,1.8018,5,7,truck,0.6709,96,570,307,689,0.01210927,201.85,630.08
VIRAT_S_050300_07_001623_001690,8,54,1.8018,6,2,car,0.365893,880,566,1120,656,0.01047578,1000.71,611.24
VIRAT_S_050300_07_001623_001690,8,54,1.8018,8,7,truck,0.532393,636,656,890,779,0.01513353,763.5,718.28
VIRAT_S_050300_07_001623_001690,8,54,1.8018,9,2,car,0.383937,1437,277,1495,311,0.00095357,1466.39,294.04
VIRAT_S_050300_07_001623_001690,8,54,1.8018,11,7,truck,0.320147,692,437,842,503,0.00476706,767.84,470.66
VIRAT_S_050300_07_001623_001690,8,54,1.8018,20,2,car,0.38957,687,438,846,504,0.00509166,767.19,471.45
VIRAT_S_050300_07_001623_001690,8,54,1.8018,35,7,truck,0.331585,882,570,1115,663,0.0104562,998.93,616.8
VIRAT_S_050300_07_001623_001690,9,60,2.002,1,2,car,0.843979,981,816,1229,926,0.01311638,1105.73,871.67
VIRAT_S_050300_07_001623_001690,9,60,2.002,2,2,car,0.735359,635,782,901,884,0.01310498,768.45,833.66
VIRAT_S_050300_07_001623_001690,9,60,2.002,3,2,car,0.669325,938,722,1179,816,0.01100671,1059.23,769.33
VIRAT_S_050300_07_001623_001690,9,60,2.002,4,2,car,0.5662,930,655,1146,736,0.00845228,1038.65,695.67
VIRAT_S_050300_07_001623_001690,9,60,2.002,5,7,truck,0.661777,96,571,307,690,0.01210374,202.16,631.22
VIRAT_S_050300_07_001623_001690,9,60,2.002,8,7,truck,0.574503,635,655,891,779,0.01535058,763.69,717.34
VIRAT_S_050300_07_001623_001690,9,60,2.002,11,7,truck,0.37201,693,437,842,503,0.00478824,768.02,470.54
VIRAT_S_050300_07_001623_001690,9,60,2.002,20,2,car,0.271398,691,440,843,504,0.0046628,767.68,472.33
VIRAT_S_050300_07_001623_001690,10,66,2.2022,1,2,car,0.83854,981,815,1231,926,0.01336105,1106.18,870.65
VIRAT_S_050300_07_001623_001690,10,66,2.2022,2,2,car,0.73928,634,782,901,884,0.01311914,767.96,833.51
VIRAT_S_050300_07_001623_001690,10,66,2.2022,3,2,car,0.698884,939,721,1181,816,0.01105258,1060.66,769.09
VIRAT_S_050300_07_001623_001690,10,66,2.2022,4,2,car,0.560207,933,654,1144,733,0.00802291,1038.84,694.37
VIRAT_S_050300_07_001623_001690,10,66,2.2022,5,7,truck,0.640305,97,570,308,690,0.01223491,202.91,630.65
VIRAT_S_050300_07_001623_001690,10,66,2.2022,8,7,truck,0.542078,635,655,892,779,0.01530531,764.12,717.6
VIRAT_S_050300_07_001623_001690,10,66,2.2022,11,7,truck,0.324851,693,436,843,502,0.00477102,768.59,469.8
VIRAT_S_050300_07_001623_001690,10,66,2.2022,20,2,car,0.264048,696,443,840,503,0.0041805,768.78,473.12
VIRAT_S_050300_07_001623_001690,10,66,2.2022,6,2,car,0.445811,881,567,1121,657,0.01048344,1001.42,612.58
VIRAT_S_050300_07_001623_001690,11,72,2.4024,1,2,car,0.831097,981,813,1232,924,0.01347029,1106.71,869.16
VIRAT_S_050300_07_001623_001690,11,72,2.4024,2,2,car,0.720061,639,783,898,883,0.01239753,768.84,833.5
VIRAT_S_050300_07_001623_001690,11,72,2.4024,3,2,car,0.698039,941,721,1183,816,0.01103228,1062.3,768.83
VIRAT_S_050300_07_001623_001690,11,72,2.4024,4,2,car,0.598935,937,653,1147,732,0.00796907,1042.68,692.61
VIRAT_S_050300_07_001623_001690,11,72,2.4024,5,7,truck,0.62906,98,570,308,690,0.01216211,203.53,630.7
VIRAT_S_050300_07_001623_001690,11,72,2.4024,8,7,truck,0.528651,634,652,895,778,0.01593166,764.99,715.45
VIRAT_S_050300_07_001623_001690,11,72,2.4024,11,7,truck,0.380941,696,435,846,502,0.00484757,771.58,469.3
VIRAT_S_050300_07_001623_001690,11,72,2.4024,20,2,car,0.3071,699,441,846,502,0.00430891,773.17,471.72
VIRAT_S_050300_07_001623_001690,11,72,2.4024,6,2,car,0.396785,880,565,1122,657,0.0107501,1001.82,611.44
VIRAT_S_050300_07_001623_001690,12,78,2.6026,1,2,car,0.834251,981,812,1232,924,0.01348698,1107.19,868.32
VIRAT_S_050300_07_001623_001690,12,78,2.6026,2,2,car,0.712959,640,782,898,882,0.0123372,769.19,832.5
VIRAT_S_050300_07_001623_001690,12,78,2.6026,3,2,car,0.72041,941,720,1184,815,0.01113704,1063.01,768.09
VIRAT_S_050300_07_001623_001690,12,78,2.6026,4,2,car,0.553741,939,652,1146,730,0.00772482,1042.93,691.84
VIRAT_S_050300_07_001623_001690,12,78,2.6026,5,7,truck,0.57176,98,569,309,690,0.01228837,204.12,629.74
VIRAT_S_050300_07_001623_001690,12,78,2.6026,8,7,truck,0.512691,633,649,897,777,0.01622235,765.52,713.62
VIRAT_S_050300_07_001623_001690,12,78,2.6026,11,7,truck,0.386362,691,434,839,501,0.00471911,765.61,468.13
VIRAT_S_050300_07_001623_001690,12,78,2.6026,6,2,car,0.435381,883,565,1121,656,0.01043421,1002.44,611.19
VIRAT_S_050300_07_001623_001690,13,84,2.8028,1,2,car,0.827092,981,812,1230,923,0.01339893,1106.22,868.25
VIRAT_S_050300_07_001623_001690,13,84,2.8028,2,2,car,0.723561,639,783,897,882,0.0123133,768.77,832.67
VIRAT_S_050300_07_001623_001690,13,84,2.8028,3,2,car,0.686822,940,720,1183,815,0.01110923,1061.93,768.47
VIRAT_S_050300_07_001623_001690,13,84,2.8028,4,2,car,0.67179,940,653,1145,730,0.0076005,1042.98,691.69
VIRAT_S_050300_07_001623_001690,13,84,2.8028,5,7,truck,0.587901,99,570,308,690,0.01205632,203.75,630.33
VIRAT_S_050300_07_001623_001690,13,84,2.8028,8,7,truck,0.452335,631,649,896,776,0.01627372,764.03,713.05
VIRAT_S_050300_07_001623_001690,13,84,2.8028,11,7,truck,0.365834,694,435,840,501,0.00461437,767.32,468.5
VIRAT_S_050300_07_001623_001690,13,84,2.8028,6,2,car,0.444329,879,567,1121,659,0.01079002,1000.8,613.45
VIRAT_S_050300_07_001623_001690,13,84,2.8028,9,2,car,0.485032,1391,255,1451,290,0.0010133,1421.91,273.23
VIRAT_S_050300_07_001623_001690,13,84,2.8028,20,2,car,0.253119,700,441,844,501,0.00416139,772.92,471.36
VIRAT_S_050300_07_001623_001690,14,90,3.003,1,2,car,0.824597,980,812,1231,924,0.01353759,1106.05,868.13
VIRAT_S_050300_07_001623_001690,14,90,3.003,2,2,car,0.726629,638,783,896,882,0.01229752,767.98,833.0
VIRAT_S_050300_07_001623_001690,14,90,3.003,3,2,car,0.69226,939,721,1182,816,0.01110373,1061.14,768.97
VIRAT_S_050300_07_001623_001690,14,90,3.003,4,2,car,0.686522,941,654,1143,730,0.00740892,1042.31,692.5
VIRAT_S_050300_07_001623_001690,14,90,3.003,5,7,truck,0.633396,99,571,307,690,0.01194264,203.78,630.72
VIRAT_S_050300_07_001623_001690,14,90,3.003,8,7,truck,0.511133,633,651,894,777,0.01583717,764.06,714.26
VIRAT_S_050300_07_001623_001690,14,90,3.003,11,7,truck,0.342066,697,436,843,501,0.00462088,770.09,468.87
VIRAT_S_050300_07_001623_001690,14,90,3.003,6,2,car,0.45882,878,567,1121,661,0.01096812,1000.22,614.8
VIRAT_S_050300_07_001623_001690,14,90,3.003,9,2,car,0.534916,1385,253,1444,288,0.00100838,1415.08,271.36
VIRAT_S_050300_07_001623_001690,14,90,3.003,20,2,car,0.254079,700,441,844,501,0.00416281,772.55,471.38
VIRAT_S_050300_07_001623_001690,15,96,3.2032,1,2,car,0.835276,982,813,1230,925,0.01328562,1106.16,869.55
VIRAT_S_050300_07_001623_001690,15,96,3.2032,2,2,car,0.728285,637,782,899,883,0.01261976,768.36,832.98
VIRAT_S_050300_07_001623_001690,15,96,3.2032,3,2,car,0.652915,939,722,1180,816,0.01094574,1060.13,769.14
VIRAT_S_050300_07_001623_001690,15,96,3.2032,4,2,car,0.58829,938,654,1144,731,0.00769385,1041.07,693.19
VIRAT_S_050300_07_001623_001690,15,96,3.2032,5,7,truck,0.680304,100,571,306,690,0.01176599,203.7,631.0
VIRAT_S_050300_07_001623_001690,15,96,3.2032,8,7,truck,0.49256,634,655,894,779,0.01550725,764.51,717.71
VIRAT_S_050300_07_001623_001690,15,96,3.2032,11,7,truck,0.365327,695,436,842,502,0.00469712,768.86,469.63
VIRAT_S_050300_07_001623_001690,15,96,3.2032,6,2,car,0.460409,881,567,1119,659,0.01059769,1000.56,613.39
VIRAT_S_050300_07_001623_001690,15,96,3.2032,9,2,car,0.386945,1376,249,1436,286,0.00106304,1406.85,267.79
VIRAT_S_050300_07_001623_001690,15,96,3.2032,20,2,car,0.410099,693,439,845,503,0.00465256,769.39,471.48
VIRAT_S_050300_07_001623_001690,16,102,3.4034,1,2,car,0.857328,983,816,1228,926,0.01295754,1105.9,871.24
VIRAT_S_050300_07_001623_001690,16,102,3.4034,2,2,car,0.743064,636,783,900,884,0.0128326,768.48,833.73
VIRAT_S_050300_07_001623_001690,16,102,3.4034,3,2,car,0.667083,938,722,1180,816,0.01103652,1059.18,769.55
VIRAT_S_050300_07_001623_001690,16,102,3.4034,4,2,car,0.567574,933,655,1142,733,0.00789468,1037.93,694.39
VIRAT_S_050300_07_001623_001690,16,102,3.4034,5,7,truck,0.652102,100,573,306,690,0.01161663,203.59,632.24
VIRAT_S_050300_07_001623_001690,16,102,3.4034,8,7,truck,0.614641,633,655,894,780,0.01562429,764.3,717.98
VIRAT_S_050300_07_001623_001690,16,102,3.4034,11,7,truck,0.26376,697,438,840,502,0.00444249,768.8,470.58
VIRAT_S_050300_07_001623_001690,16,102,3.4034,6,2,car,0.49084,882,567,1118,659,0.01042121,1000.84,613.35
VIRAT_S_050300_07_001623_001690,16,102,3.4034,20,2,car,0.346663,701,446,838,503,0.0037531,770.39,475.22
VIRAT_S_050300_07_001623_001690,17,108,3.6036,1,2,car,0.842311,984,818,1226,926,0.01269094,1105.49,872.6
VIRAT_S_050300_07_001623_001690,17,108,3.6036,2,2,car,0.705626,636,783,902,885,0.01314727,769.42,834.21
VIRAT_S_050300_07_001623_001690,17,108,3.6036,3,2,car,0.647048,936,722,1181,817,0.01131912,1059.04,769.87
VIRAT_S_050300_07_001623_001690,17,108,3.6036,4,2,car,0.500509,937,656,1141,733,0.00760157,1039.62,695.07
VIRAT_S_050300_07_001623_001690,17,108,3.6036,5,7,truck,0.508778,104,577,302,690,0.01082061,203.52,633.75
VIRAT_S_050300_07_001623_001690,17,108,3.6036,8,7,truck,0.526558,631,655,895,780,0.01593593,763.64,718.11
VIRAT_S_050300_07_001623_001690,17,108,3.6036,11,7,truck,0.396021,698,439,840,503,0.00440844,769.15,471.14
VIRAT_S_050300_07_001623_001690,17,108,3.6036,6,2,car,0.579552,887,569,1112,656,0.00945159,1000.03,612.93
VIRAT_S_050300_07_001623_001690,17,108,3.6036,20,2,car,0.324819,703,448,837,503,0.0036088,770.59,475.85
VIRAT_S_050300_07_001623_001690,17,108,3.6036,70,2,car,0.733397,1278,302,1335,348,0.00128029,1307.13,325.56
VIRAT_S_050300_07_001623_001690,18,114,3.8038,1,2,car,0.833054,984,818,1226,927,0.01265645,1105.48,873.05
VIRAT_S_050300_07_001623_001690,18,114,3.8038,2,2,car,0.707472,637,783,902,885,0.01293608,770.1,834.43
VIRAT_S_050300_07_001623_001690,18,114,3.8038,3,2,car,0.630553,936,721,1181,817,0.01133493,1058.93,769.84
VIRAT_S_050300_07_001623_001690,18,114,3.8038,4,2,car,0.551048,937,656,1141,733,0.00753662,1039.78,695.3
VIRAT_S_050300_07_001623_001690,18,114,3.8038,5,7,truck,0.552394,105,578,301,689,0.01049141,203.17,634.17
VIRAT_S_050300_07_001623_001690,18,114,3.8038,8,7,truck,0.5267,627,652,899,781,0.01690596,763.43,716.8
VIRAT_S_050300_07_001623_001690,18,114,3.8038,11,7,truck,0.389385,698,439,840,503,0.00442948,769.37,471.27
VIRAT_S_050300_07_001623_001690,18,114,3.8038,6,2,car,0.571487,888,570,1110,655,0.0091569,999.27,613.09
VIRAT_S_050300_07_001623_001690,18,114,3.8038,20,2,car,0.359298,702,447,838,503,0.00364636,770.55,475.75
VIRAT_S_050300_07_001623_001690,18,114,3.8038,70,2,car,0.63546,1294,310,1351,357,0.00129789,1322.96,333.8
VIRAT_S_050300_07_001623_001690,19,120,4.004,1,2,car,0.857437,983,818,1226,927,0.01278291,1105.16,872.81
VIRAT_S_050300_07_001623_001690,19,120,4.004,2,2,car,0.745903,638,785,898,884,0.01243243,768.28,835.11
VIRAT_S_050300_07_001623_001690,19,120,4.004,3,2,car,0.690353,936,721,1181,817,0.0112963,1058.88,769.29
VIRAT_S_050300_07_001623_001690,19,120,4.004,4,2,car,0.621924,936,656,1144,734,0.0078705,1040.27,695.28
VIRAT_S_050300_07_001623_001690,19,120,4.004,5,7,truck,0.573118,102,576,302,689,0.01097602,202.6,632.93
VIRAT_S_050300_07_001623_001690,19,120,4.004,8,7,truck,0.500488,630,653,896,779,0.01611154,763.43,716.21
VIRAT_S_050300_07_001623_001690,19,120,4.004,11,2,car,0.272337,702,443,836,503,0.00387574,769.27,473.8
VIRAT_S_050300_07_001623_001690,19,120,4.004,6,2,car,0.551505,887,571,1110,656,0.00915116,999.05,614.33
VIRAT_S_050300_07_001623_001690,19,120,4.004,20,2,car,0.313629,717,450,844,503,0.00322952,780.67,477.17
VIRAT_S_050300_07_001623_001690,20,126,4.2042,1,2,car,0.851396,982,817,1227,927,0.01302664,1105.0,872.19
VIRAT_S_050300_07_001623_001690,20,126,4.2042,2,2,car,0.745711,638,785,896,884,0.01227824,767.52,835.0
VIRAT_S_050300_07_001623_001690,20,126,4.2042,3,2,car,0.688201,936,721,1181,816,0.01125655,1059.06,769.11
VIRAT_S_050300_07_001623_001690,20,126,4.2042,4,2,car,0.59725,935,656,1144,734,0.00790298,1039.87,695.64
VIRAT_S_050300_07_001623_001690,20,126,4.2042,5,7,truck,0.59169,102,575,304,689,0.0111246,203.31,632.81
VIRAT_S_050300_07_001623_001690,20,126,4.2042,8,7,truck,0.503822,630,653,895,779,0.01603992,763.29,716.33
VIRAT_S_050300_07_001623_001690,20,126,4.2042,6,2,car,0.542966,887,571,1110,657,0.0091778,999.37,614.48
VIRAT_S_050300_07_001623_001690,20,126,4.2042,20,2,car,0.307631,725,452,847,503,0.00300328,786.7,478.06
VIRAT_S_050300_07_001623_001690,21,132,4.4044,1,2,car,0.840206,982,816,1228,926,0.01312812,1105.6,871.75
VIRAT_S_050300_07_001623_001690,21,132,4.4044,2,2,car,0.731954,637,784,898,884,0.01261087,768.15,834.53
VIRAT_S_050300_07_001623_001690,21,132,4.4044,3,2,car,0.677845,937,721,1181,817,0.01122589,1059.18,769.38
VIRAT_S_050300_07_001623_001690,21,132,4.4044,4,2,car,0.55786,935,656,1143,734,0.00785217,1039.49,695.22
VIRAT_S_050300_07_001623_001690,21,132,4.4044,5,7,truck,0.599973,102,576,303,689,0.01096666,203.13,632.84
VIRAT_S_050300_07_001623_001690,21,132,4.4044,8,7,truck,0.49789,629,651,897,778,0.01641723,763.76,715.25
VIRAT_S_050300_07_001623_001690,21,132,4.4044,6,2,car,0.516073,886,571,1112,658,0.00941444,999.37,614.97
VIRAT_S_050300_07_001623_001690,21,132,4.4044,11,7,truck,0.343379,699,442,838,504,0.00417022,768.68,473.13
VIRAT_S_050300_07_001623_001690,22,138,4.6046,1,2,car,0.851965,982,817,1228,927,0.01306026,1105.33,872.35
VIRAT_S_050300_07_001623_001690,22,138,4.6046,2,2,car,0.723801,637,784,897,884,0.01250746,767.7,834.62
VIRAT_S_050300_07_001623_001690,22,138,4.6046,3,2,car,0.687333,936,721,1181,817,0.01124541,1058.86,769.67
VIRAT_S_050300_07_001623_001690,22,138,4.6046,4,2,car,0.518003,936,656,1143,734,0.00782423,1039.69,695.8
VIRAT_S_050300_07_001623_001690,22,138,4.6046,5,7,truck,0.569859,104,578,301,689,0.01056555,202.94,634.16
VIRAT_S_050300_07_001623_001690,22,138,4.6046,8,7,truck,0.501822,629,651,897,778,0.01639819,763.92,714.91
VIRAT_S_050300_07_001623_001690,22,138,4.6046,6,2,car,0.570666,884,571,1111,658,0.00951494,998.32,615.0
VIRAT_S_050300_07_001623_001690,22,138,4.6046,11,2,car,0.368917,699,442,838,504,0.00416782,768.86,473.56
