video_name,frame_idx,timestamp_sec,blob_id_in_frame,merge_stage,source_raw_blob_ids,grid_row,grid_col,num_grid_cells,mean_flow_magnitude,flow_direction_coherence,x1,y1,x2,y2,bbox_width,bbox_height,bbox_area_ratio,motion_energy,mean_motion,max_motion,motion_density,center_x,center_y,aspect_ratio,scale_score,local_peak_score,spatial_novelty_score,small_blob_flag,edge_density,centroid_displacement,temporal_position_stability,texture_flicker_score,object_motion_score,global_motion_score,camera_motion_flag,blob_importance,rank_by_motion_energy,rank_by_importance,persistence_track_id,persistence_frames
VIRAT_S_050300_07_001623_001690,60,2.002,0,merged,"0,1",7,15,5,11.3559,0.7476,1440,270,1632,486,192,216,0.02,6348.5244,0.15308,1.0,0.15308,1536.0,378.0,0.8889,7.070891,8.014693,0.0,False,0.124445,0.0,0.0,0.0,0.46166,0.536254,True,0.685,1,1,2,11
VIRAT_S_050300_07_001623_001690,60,2.002,1,merged,"2,3",4,12,4,7.5649,0.6501,1056,162,1344,324,288,162,0.0225,4392.7998,0.094153,0.802829,0.094153,1200.0,243.0,1.7778,6.666519,4.929501,0.0,False,0.13816,0.0,0.0,0.0,0.427535,0.536254,True,0.0,2,2,0,27
VIRAT_S_050300_07_001623_001690,66,2.2022,0,merged,0,8,16,4,20.1596,0.9178,1536,378,1728,540,192,162,0.015,6029.8477,0.193861,1.0,0.193861,1632.0,459.0,1.1852,8.164694,13.502458,1.0,False,0.07327,0.0,0.0,0.0,0.52123,0.534591,True,0.775,1,1,2,11
VIRAT_S_050300_07_001623_001690,66,2.2022,1,merged,"1,2,3",4,12,3,8.1325,0.731,1056,162,1344,324,288,162,0.0225,4198.7363,0.089993,0.819939,0.089993,1200.0,243.0,1.7778,6.666519,6.26807,0.0,False,0.139618,0.0,0.0,0.0,0.45585,0.534591,True,0.0,2,2,0,27
VIRAT_S_050300_07_001623_001690,72,2.4024,0,merged,0,8,16,4,23.7749,0.9153,1536,432,1728,540,192,108,0.01,6009.187,0.289795,1.0,0.289795,1632.0,486.0,1.7778,9.9995,14.885774,0.245131,False,0.07065,0.0,0.0,0.0,0.520355,0.535391,True,0.52,1,1,2,11
VIRAT_S_050300_07_001623_001690,72,2.4024,1,merged,1,5,12,3,8.1618,0.854,1152,216,1344,324,192,108,0.01,2646.0857,0.127608,0.763613,0.127608,1248.0,270.0,1.7778,9.9995,6.554802,0.435788,False,0.13696,0.0,0.0,0.0,0.4989,0.535391,True,0.08,2,2,0,27
VIRAT_S_050300_07_001623_001690,78,2.6026,0,merged,0,9,17,5,26.2549,0.9531,1536,432,1728,594,192,162,0.015,7623.0986,0.245084,1.0,0.245084,1632.0,513.0,1.1852,8.164694,15.77636,0.245131,False,0.066229,0.0,0.0,0.0,0.533585,0.524771,True,0.625,1,1,2,11
VIRAT_S_050300_07_001623_001690,78,2.6026,1,merged,1,5,12,3,9.832,0.8967,1152,216,1344,324,192,108,0.01,2858.4934,0.137852,0.769114,0.137852,1248.0,270.0,1.7778,9.9995,8.873679,0.0,False,0.152826,0.0,0.0,0.0,0.513845,0.524771,True,0.0,2,2,0,27
VIRAT_S_050300_07_001623_001690,84,2.8028,0,merged,0,9,17,5,27.0693,0.7756,1632,432,1824,594,192,162,0.015,8053.1943,0.258912,1.0,0.258912,1728.0,513.0,1.1852,8.164694,12.222193,0.871576,False,0.071631,0.0,0.0,0.0,0.47146,0.529132,True,0.775,1,1,2,11
VIRAT_S_050300_07_001623_001690,84,2.8028,1,merged,"1,2,3",4,12,4,5.9049,0.6847,1056,162,1440,324,384,162,0.03,5076.7778,0.08161,0.770172,0.08161,1248.0,243.0,2.3704,5.773406,3.852469,0.245131,False,0.14773,0.0,0.0,0.0,0.439645,0.529132,True,0.0,2,2,0,27
VIRAT_S_050300_07_001623_001690,90,3.003,0,merged,0,9,17,5,33.4492,0.9681,1632,432,1824,594,192,162,0.015,8404.9854,0.270222,1.0,0.270222,1728.0,513.0,1.1852,8.164694,17.260469,0.0,False,0.06639,0.0,0.0,0.0,0.538835,0.522369,True,0.52,1,1,2,11
VIRAT_S_050300_07_001623_001690,90,3.003,1,merged,"1,2",5,13,3,8.0111,0.8146,1152,216,1440,324,288,108,0.015,3253.123,0.104589,0.691491,0.104589,1296.0,270.0,2.6667,8.164694,6.68061,0.435788,False,0.165863,0.0,0.0,0.0,0.48511,0.522369,True,0.08,2,2,0,27
VIRAT_S_050300_07_001623_001690,96,3.2032,0,merged,"1,2",10,18,5,17.4285,0.9046,1632,486,1920,648,288,162,0.0225,8604.6719,0.184428,1.0,0.184428,1776.0,567.0,1.7778,6.666519,9.23154,0.655947,False,0.101359,0.0,0.0,0.0,0.51661,0.527965,True,0.625,1,1,2,11
VIRAT_S_050300_07_001623_001690,96,3.2032,1,merged,"0,3",5,13,3,9.3206,0.8102,1152,216,1440,324,288,108,0.015,3778.2651,0.121472,0.809569,0.121472,1296.0,270.0,2.6667,8.164694,6.080279,0.0,False,0.159722,0.0,0.0,0.0,0.48357,0.527965,True,0.0,2,2,0,27
VIRAT_S_050300_07_001623_001690,102,3.4034,0,merged,0,9,18,10,28.0587,0.883,1632,378,1920,648,288,270,0.0375,14674.6367,0.188717,1.0,0.188717,1776.0,513.0,1.0667,5.163909,10.02864,0.435788,False,0.099704,0.0,0.0,0.0,0.50905,0.528309,True,0.625,1,1,2,11
VIRAT_S_050300_07_001623_001690,102,3.4034,1,merged,"1,2",5,13,5,8.6158,0.8425,1152,216,1440,378,288,162,0.0225,4819.7793,0.103305,0.815273,0.103305,1296.0,297.0,1.7778,6.666519,5.489725,0.245131,False,0.144633,0.0,0.0,0.0,0.494875,0.528309,True,0.0,2,2,0,27
VIRAT_S_050300_07_001623_001690,108,3.6036,0,merged,0,10,18,4,25.5932,0.8464,1728,540,1920,648,192,108,0.01,6574.1055,0.317038,1.0,0.317038,1824.0,594.0,1.7778,9.9995,12.810249,0.5,False,0.091966,0.0,0.0,0.0,0.49624,0.526693,True,0.775,1,1,2,11
VIRAT_S_050300_07_001623_001690,108,3.6036,1,merged,"1,2",5,13,4,9.3625,0.7964,1152,216,1440,378,288,162,0.0225,5981.8955,0.128213,0.916714,0.128213,1296.0,297.0,1.7778,6.666519,5.180566,0.0,False,0.15042,0.0,0.0,0.0,0.47874,0.526693,True,0.0,2,2,0,27
VIRAT_S_050300_07_001623_001690,114,3.8038,0,merged,1,11,19,1,2.9343,0.6251,1824,594,1920,648,96,54,0.0025,916.8204,0.176856,0.553927,0.176856,1872.0,621.0,1.7778,19.996001,12.047375,0.5,True,0.144097,0.0,0.0,0.0,0.418785,0.526034,True,0.525,2,1,2,11
VIRAT_S_050300_07_001623_001690,114,3.8038,1,merged,0,4,12,9,6.1672,0.6772,1056,108,1440,378,384,270,0.05,11740.5156,0.113238,1.0,0.113238,1248.0,243.0,1.4222,4.472091,7.713746,0.0,False,0.129678,0.0,0.0,0.0,0.43702,0.526034,True,0.075,1,2,0,27
VIRAT_S_050300_07_001623_001690,120,4.004,0,merged,"0,1",4,12,9,4.3811,0.6122,1056,108,1440,378,384,270,0.05,12891.4873,0.124339,1.0,0.124339,1248.0,243.0,1.4222,4.472091,5.031833,0.0,False,0.123891,0.0,0.0,0.0,0.41427,0.524421,True,0.3,1,1,0,27
VIRAT_S_050300_07_001623_001690,126,4.2042,0,merged,0,5,13,8,6.5199,0.7317,1152,162,1536,432,384,270,0.05,11347.5898,0.109448,1.0,0.109448,1344.0,297.0,1.4222,4.472091,6.359657,0.435788,False,0.14566,0.0,0.0,0.0,0.456095,0.534014,True,0.3,1,1,0,27
VIRAT_S_050300_07_001623_001690,132,4.4044,0,merged,"0,1,2",5,13,9,4.3166,0.6371,1056,108,1536,432,480,324,0.075,14344.627,0.092237,1.0,0.092237,1296.0,270.0,1.4815,3.651459,3.936038,0.245131,False,0.129919,0.0,0.0,0.0,0.422985,0.52951,True,0.3,1,1,0,27
VIRAT_S_050300_07_001623_001690,138,4.6046,0,merged,"0,1",6,14,7,7.6677,0.7941,1152,216,1536,432,384,216,0.04,9548.3164,0.115118,1.0,0.115118,1344.0,324.0,1.7778,4.999938,6.78861,0.245131,False,0.1576,0.0,0.0,0.0,0.477935,0.532472,True,0.3,1,1,0,27
VIRAT_S_050300_07_001623_001690,144,4.8048,0,merged,"0,1,2",6,14,6,10.6474,0.8848,1152,216,1632,486,480,270,0.0625,11167.5342,0.086169,1.0,0.086169,1392.0,351.0,1.7778,3.999968,5.000494,0.5,False,0.138418,0.0,0.0,0.0,0.50968,0.528648,True,0.3,1,1,0,27
VIRAT_S_050300_07_001623_001690,150,5.005,0,merged,"0,1",6,14,8,12.1861,0.7803,1152,216,1632,486,480,270,0.0625,11615.916,0.089629,1.0,0.089629,1392.0,351.0,1.7778,3.999968,6.031709,0.0,False,0.139776,0.0,0.0,0.0,0.473105,0.532734,True,0.3,1,1,0,27
VIRAT_S_050300_07_001623_001690,156,5.2052,0,merged,"1,2",5,13,3,10.3892,0.921,1152,216,1344,378,192,162,0.015,4032.8557,0.129657,0.735805,0.129657,1248.0,297.0,1.1852,8.164694,6.826543,0.5,False,0.142072,0.0,0.0,0.0,0.52235,0.528225,True,0.0,2,2,0,27
VIRAT_S_050300_07_001623_001690,156,5.2052,1,merged,0,8,16,5,19.0915,0.9247,1440,378,1728,486,288,108,0.015,7514.4277,0.24159,1.0,0.24159,1584.0,432.0,2.6667,8.164694,12.71991,1.0,False,0.09809,0.0,0.0,0.0,0.523645,0.528225,True,0.7,1,1,3,12
VIRAT_S_050300_07_001623_001690,162,5.4054,0,merged,"1,2",5,13,3,10.2776,0.8796,1152,216,1344,378,192,162,0.015,3655.1958,0.117515,0.730595,0.117515,1248.0,297.0,1.1852,8.164694,8.556458,0.0,False,0.143165,0.0,0.0,0.0,0.50786,0.53456,True,0.24,2,2,0,27
VIRAT_S_050300_07_001623_001690,162,5.4054,1,merged,0,7,16,5,18.1968,0.8659,1440,378,1728,486,288,108,0.015,7260.002,0.233411,1.0,0.233411,1584.0,432.0,2.6667,8.164694,16.994958,0.0,False,0.105163,0.0,0.0,0.0,0.503065,0.53456,True,0.36,1,1,3,12
VIRAT_S_050300_07_001623_001690,168,5.6056,0,merged,"0,1,2",7,15,13,10.7125,0.8367,1152,216,1728,540,576,324,0.09,16775.9883,0.089892,1.0,0.089892,1440.0,378.0,1.7778,3.333315,4.471105,0.5,False,0.117386,0.0,0.0,0.0,0.492845,0.522741,True,0.3,1,1,3,12
VIRAT_S_050300_07_001623_001690,174,5.8058,0,merged,"0,1,2",7,15,13,11.1203,0.6801,1152,216,1824,540,672,324,0.105,17790.3652,0.081709,1.0,0.081709,1488.0,378.0,2.0741,3.086052,6.105032,0.435788,False,0.113421,0.0,0.0,0.0,0.438035,0.528128,True,0.3,1,1,3,12
VIRAT_S_050300_07_001623_001690,180,6.006,0,merged,"0,1",8,16,11,18.1536,0.9178,1248,270,1824,540,576,270,0.075,17520.4258,0.112657,1.0,0.112657,1536.0,405.0,2.1333,3.651459,5.573677,0.5,False,0.110815,0.0,0.0,0.0,0.52123,0.527616,True,0.3,1,1,3,12
VIRAT_S_050300_07_001623_001690,186,6.2062,0,merged,"1,2",6,14,3,10.6667,0.8539,1248,270,1440,432,192,162,0.015,3769.7383,0.121198,0.718316,0.121198,1344.0,351.0,1.1852,8.164694,6.451738,0.905391,False,0.152971,0.0,0.0,0.0,0.498865,0.52765,True,0.225,2,2,4,5
VIRAT_S_050300_07_001623_001690,186,6.2062,1,merged,0,9,17,9,24.265,0.8454,1536,432,1824,594,288,162,0.0225,15202.75,0.325848,1.0,0.325848,1680.0,513.0,1.7778,6.666519,17.345883,1.0,False,0.07386,0.0,0.0,0.0,0.49589,0.52765,True,0.375,1,1,3,12
VIRAT_S_050300_07_001623_001690,192,6.4064,0,merged,"1,2",6,14,2,10.3471,0.9084,1248,270,1440,378,192,108,0.01,2542.3481,0.122606,0.739076,0.122606,1344.0,324.0,1.7778,9.9995,5.795294,0.245131,False,0.140914,0.0,0.0,0.0,0.51794,0.527496,True,0.225,2,2,4,5
VIRAT_S_050300_07_001623_001690,192,6.4064,1,merged,0,9,17,9,20.5265,0.783,1536,432,1920,594,384,162,0.03,13800.2188,0.22184,1.0,0.22184,1728.0,513.0,2.3704,5.773406,10.485887,0.435788,False,0.087143,0.0,0.0,0.0,0.47405,0.527496,True,0.375,1,1,3,12
VIRAT_S_050300_07_001623_001690,198,6.6066,0,merged,"1,2,3",6,14,3,7.9797,0.7602,1248,270,1536,432,288,162,0.0225,4455.1689,0.09549,0.856439,0.09549,1392.0,351.0,1.7778,6.666519,5.501456,0.435788,False,0.161523,0.0,0.0,0.0,0.46607,0.524119,True,0.0,2,2,4,5
VIRAT_S_050300_07_001623_001690,198,6.6066,1,merged,0,10,18,8,26.3051,0.8408,1632,486,1920,648,288,162,0.0225,13302.7412,0.285124,1.0,0.285124,1776.0,567.0,1.7778,6.666519,16.426863,0.655947,False,0.123392,0.0,0.0,0.0,0.49428,0.524119,True,0.7,1,1,3,12
VIRAT_S_050300_07_001623_001690,204,6.8068,0,merged,2,5,13,1,11.1607,0.9192,1248,270,1344,324,96,54,0.0025,1158.9525,0.223563,0.695474,0.223563,1296.0,297.0,1.7778,19.996001,10.140188,0.5,True,0.138117,0.0,0.0,0.0,0.52172,0.522844,True,0.535991,3,2,4,5
VIRAT_S_050300_07_001623_001690,204,6.8068,1,merged,1,10,17,5,29.8889,0.8503,1632,486,1824,648,192,162,0.015,9954.1582,0.320028,1.0,0.320028,1728.0,567.0,1.1852,8.164694,14.515555,0.435788,False,0.106707,0.0,0.0,0.0,0.497605,0.522844,True,0.559078,1,1,3,12
VIRAT_S_050300_07_001623_001690,204,6.8068,2,merged,0,6,15,2,8.1383,0.5168,1440,324,1536,432,96,108,0.005,1769.7606,0.170695,0.693969,0.170695,1488.0,378.0,0.8889,14.140722,7.742209,0.0,False,0.193576,0.0,0.0,0.0,0.38088,0.522844,True,0.0,2,3,5,25
VIRAT_S_050300_07_001623_001690,210,7.007,0,merged,1,5,13,1,12.1378,0.9577,1248,270,1344,324,96,54,0.0025,947.9385,0.182858,0.662549,0.182859,1296.0,297.0,1.7778,19.996001,10.124346,0.0,True,0.151427,0.0,0.0,0.0,0.535195,0.531883,True,0.225,3,2,4,5
VIRAT_S_050300_07_001623_001690,210,7.007,1,merged,0,10,18,10,28.403,0.8528,1632,486,1920,702,288,216,0.03,13586.4492,0.218404,1.0,0.218404,1776.0,594.0,1.3333,5.773406,12.092373,0.245131,False,0.096949,0.0,0.0,0.0,0.49848,0.531883,True,0.355007,1,1,3,12
VIRAT_S_050300_07_001623_001690,210,7.007,2,merged,2,8,15,2,12.181,0.812,1440,378,1536,486,96,108,0.005,1933.3147,0.186469,0.746199,0.186469,1488.0,432.0,0.8889,14.140722,10.32427,0.490261,False,0.171971,0.0,0.0,0.0,0.4842,0.531883,True,0.130828,2,3,5,25
VIRAT_S_050300_07_001623_001690,216,7.2072,0,merged,2,11,18,3,8.3077,0.6917,1728,540,1920,648,192,108,0.01,3140.999,0.151476,0.702951,0.151476,1824.0,594.0,1.7778,9.9995,7.620257,0.435788,False,0.097319,0.0,0.0,0.0,0.442095,0.527349,True,0.435,2,1,3,12
VIRAT_S_050300_07_001623_001690,216,7.2072,1,merged,"0,1,3",7,15,6,11.1061,0.8797,1248,270,1632,486,384,216,0.04,9807.5283,0.118243,1.0,0.118243,1440.0,378.0,1.7778,4.999938,5.948417,0.435788,False,0.138467,0.0,0.0,0.0,0.507895,0.527349,True,0.165,1,2,5,25
VIRAT_S_050300_07_001623_001690,222,7.4074,0,merged,"0,1,2",7,15,7,10.2607,0.7489,1248,270,1632,540,384,270,0.05,11244.1641,0.108451,1.0,0.108451,1440.0,405.0,1.4222,4.472091,7.745266,0.245131,False,0.122309,0.0,0.0,0.0,0.462115,0.530568,True,0.3,1,1,5,25
VIRAT_S_050300_07_001623_001690,228,7.6076,0,merged,2,12,19,1,2.8342,0.5619,1824,648,1920,702,96,54,0.0025,541.7475,0.104504,0.444262,0.104504,1872.0,675.0,1.7778,19.996001,5.45271,0.854817,True,0.070023,0.0,0.0,0.0,0.396665,0.528805,True,0.155,2,2,3,12
VIRAT_S_050300_07_001623_001690,228,7.6076,1,merged,"0,1,3",7,15,9,9.8596,0.7849,1248,270,1728,540,480,270,0.0625,14201.2783,0.109578,1.0,0.109578,1488.0,405.0,1.7778,3.999968,5.717457,0.245131,False,0.117662,0.0,0.0,0.0,0.474715,0.528805,True,0.445,1,1,5,25
VIRAT_S_050300_07_001623_001690,234,7.8078,0,merged,2,4,12,1,6.4311,0.8411,1152,216,1248,270,96,54,0.0025,540.1151,0.104189,0.571203,0.104189,1200.0,243.0,1.7778,19.996001,6.361455,1.0,True,0.155478,0.0,0.0,0.0,0.494385,0.535639,True,0.155,2,2,6,3
VIRAT_S_050300_07_001623_001690,234,7.8078,1,merged,"0,1",8,16,7,15.8258,0.8727,1344,324,1728,540,384,216,0.04,12360.4316,0.149021,1.0,0.149021,1536.0,432.0,1.7778,4.999938,9.098794,0.435788,False,0.112413,0.0,0.0,0.0,0.505445,0.535639,True,0.445,1,1,5,25
VIRAT_S_050300_07_001623_001690,240,8.008,0,merged,1,6,14,1,10.1285,0.8349,1344,324,1440,378,96,54,0.0025,882.7667,0.170287,0.523624,0.170287,1392.0,351.0,1.7778,19.996001,7.948301,0.5,True,0.118441,0.0,0.0,0.0,0.492215,0.530688,True,0.172351,2,2,6,3
VIRAT_S_050300_07_001623_001690,240,8.008,1,merged,2,4,12,1,8.3203,0.891,1152,216,1248,270,96,54,0.0025,627.2031,0.120988,0.585837,0.120988,1200.0,243.0,1.7778,19.996001,5.647244,0.0,True,0.162037,0.0,0.0,0.0,0.51185,0.530688,True,0.079586,3,3,7,3
VIRAT_S_050300_07_001623_001690,240,8.008,2,merged,0,8,16,6,30.8561,0.969,1536,378,1728,594,192,216,0.02,12064.3496,0.290903,1.0,0.290903,1632.0,486.0,0.8889,7.070891,13.578202,1.0,False,0.088011,0.0,0.0,0.0,0.53915,0.530688,True,0.625,1,1,5,25
VIRAT_S_050300_07_001623_001690,246,8.2082,0,merged,1,6,14,1,7.169,0.56,1344,324,1440,378,96,54,0.0025,726.764,0.140194,0.534772,0.140194,1392.0,351.0,1.7778,19.996001,7.680062,0.0,True,0.132909,0.0,0.0,0.0,0.396,0.530539,True,0.035056,2,2,6,3
VIRAT_S_050300_07_001623_001690,246,8.2082,1,merged,2,4,12,1,6.9921,0.5979,1152,216,1248,270,96,54,0.0025,603.5638,0.116428,0.551417,0.116428,1200.0,243.0,1.7778,19.996001,6.378147,0.0,True,0.171296,0.0,0.0,0.0,0.409265,0.530539,True,0.017835,3,3,7,3
VIRAT_S_050300_07_001623_001690,246,8.2082,2,merged,0,9,17,8,24.7385,0.7812,1536,432,1824,594,288,162,0.0225,12263.4258,0.262848,1.0,0.262848,1680.0,513.0,1.7778,6.666519,14.399274,0.5,False,0.085905,0.0,0.0,0.0,0.47342,0.530539,True,0.625,1,1,5,25
VIRAT_S_050300_07_001623_001690,252,8.4084,0,merged,2,4,12,1,7.1717,0.6094,1152,216,1248,270,96,54,0.0025,537.3356,0.103653,0.55868,0.103653,1200.0,243.0,1.7778,19.996001,5.309259,0.0,True,0.15162,0.0,0.0,0.0,0.41329,0.531151,True,0.0,2,2,7,3
VIRAT_S_050300_07_001623_001690,252,8.4084,1,merged,"0,1,3",9,17,9,14.4255,0.7404,1344,324,1824,648,480,324,0.075,16865.4961,0.108446,1.0,0.108446,1584.0,486.0,1.4815,3.651459,5.554772,0.435788,False,0.120319,0.0,0.0,0.0,0.45914,0.531151,True,0.625,1,1,5,25
VIRAT_S_050300_07_001623_001690,258,8.6086,0,merged,"0,1,2",9,17,12,16.321,0.8522,1344,324,1920,702,576,378,0.105,21190.2559,0.097324,1.0,0.097324,1632.0,513.0,1.5238,3.086052,5.272953,0.245131,False,0.114909,0.0,0.0,0.0,0.49827,0.523081,True,0.3,1,1,5,25
VIRAT_S_050300_07_001623_001690,264,8.8088,0,merged,"0,1",10,18,15,27.8622,0.9258,1440,378,1920,702,480,324,0.075,24907.8672,0.160159,1.0,0.160159,1680.0,540.0,1.4815,3.651459,6.97796,0.245131,False,0.111619,0.0,0.0,0.0,0.52403,0.530766,True,0.3,1,1,5,25
VIRAT_S_050300_07_001623_001690,270,9.009,0,merged,"0,1",9,18,15,31.6173,0.9431,1440,378,1920,702,480,324,0.075,25319.6309,0.162806,1.0,0.162806,1680.0,540.0,1.4815,3.651459,7.239943,0.0,False,0.112481,0.0,0.0,0.0,0.530085,0.529436,True,0.3,1,1,5,25
VIRAT_S_050300_07_001623_001690,276,9.2092,0,merged,"0,1",9,18,15,26.8774,0.9717,1440,378,1920,702,480,324,0.075,24603.8477,0.158204,1.0,0.158204,1680.0,540.0,1.4815,3.651459,6.164481,0.0,False,0.112699,0.0,0.0,0.0,0.540095,0.528834,True,0.445,1,1,5,25
VIRAT_S_050300_07_001623_001690,276,9.2092,1,merged,2,5,13,1,6.9872,0.9195,1248,270,1344,324,96,54,0.0025,622.6487,0.12011,0.713556,0.12011,1296.0,297.0,1.7778,19.996001,4.680129,1.0,True,0.138117,0.0,0.0,0.0,0.521825,0.528834,True,0.155,2,2,8,27
VIRAT_S_050300_07_001623_001690,282,9.4094,0,merged,0,8,16,6,20.9289,0.9497,1440,378,1728,540,288,162,0.0225,9524.4316,0.204142,1.0,0.204142,1584.0,459.0,1.7778,6.666519,13.375171,0.245131,False,0.092614,0.0,0.0,0.0,0.532395,0.526039,True,0.375,1,1,5,25
VIRAT_S_050300_07_001623_001690,282,9.4094,1,merged,2,5,13,1,9.8642,0.964,1248,270,1344,324,96,54,0.0025,906.1517,0.174798,0.757258,0.174798,1296.0,297.0,1.7778,19.996001,11.45259,0.0,True,0.141011,0.0,0.0,0.0,0.5374,0.526039,True,0.225,2,2,8,27
VIRAT_S_050300_07_001623_001690,288,9.6096,0,merged,0,8,16,8,21.7851,0.9185,1440,378,1824,594,384,216,0.04,12468.2676,0.150322,1.0,0.150322,1632.0,486.0,1.7778,4.999938,7.032369,0.245131,False,0.090567,0.0,0.0,0.0,0.521475,0.533426,True,0.005,1,2,5,25
VIRAT_S_050300_07_001623_001690,288,9.6096,1,merged,1,5,13,1,11.1912,0.9652,1248,270,1344,324,96,54,0.0025,997.6562,0.192449,0.73649,0.192449,1296.0,297.0,1.7778,19.996001,9.00319,0.0,True,0.149498,0.0,0.0,0.0,0.53782,0.533426,True,0.595,2,1,8,27
VIRAT_S_050300_07_001623_001690,294,9.8098,0,merged,0,8,17,8,25.2144,0.9085,1440,378,1824,594,384,216,0.04,13590.2227,0.163848,1.0,0.163848,1632.0,486.0,1.7778,4.999938,9.157405,0.0,False,0.087758,0.0,0.0,0.0,0.517975,0.538076,True,0.445,1,1,5,25
VIRAT_S_050300_07_001623_001690,294,9.8098,1,merged,"1,2",4,12,2,8.3445,0.8288,1152,216,1344,324,192,108,0.01,1614.5449,0.077862,0.782177,0.077862,1248.0,270.0,1.7778,9.9995,4.35167,0.5,False,0.137056,0.0,0.0,0.0,0.49008,0.538076,True,0.155,2,2,8,27
VIRAT_S_050300_07_001623_001690,300,10.01,0,merged,0,9,17,7,30.1265,0.9159,1536,378,1824,594,288,216,0.03,13257.5762,0.213117,1.0,0.213117,1680.0,486.0,1.3333,5.773406,9.369339,0.435788,False,0.086436,0.0,0.0,0.0,0.520565,0.536574,True,0.445,1,1,5,25
VIRAT_S_050300_07_001623_001690,300,10.01,1,merged,"1,2",4,12,2,5.4095,0.6178,1056,162,1248,270,192,108,0.01,1594.2612,0.076884,0.595112,0.076884,1152.0,216.0,1.7778,9.9995,3.380069,1.0,False,0.165413,0.0,0.0,0.0,0.41623,0.536574,True,0.155,2,2,8,27
