video_name,sampled_idx,frame_idx,timestamp_sec,track_id,class_id,class_name,confidence,x1,y1,x2,y2,bbox_area_ratio,center_x,center_y,observation_type,motion_inside_mean,motion_inside_sum,motion_coverage,motion_density,motion_peak,expanded_motion_mean,expanded_motion_coverage,associated_blob_ids,associated_blob_count,mean_associated_blob_importance
VIRAT_S_050300_07_001623_001690,5,36,1.2012,8,7,truck,0.504408,634,651,892,778,0.01574258,763.19,715.1,detector_only,0.018868,618.215,0.009492,1.347491,0.085458,0.018959,0.007644,,0,0.0
VIRAT_S_050300_07_001623_001690,5,36,1.2012,9,2,car,0.370999,1458,284,1524,322,0.00119458,1491.73,303.22,weak_motion,0.333707,836.937,1.0,23.832806,0.79934,0.207966,0.767213,,0,0.0
VIRAT_S_050300_07_001623_001690,6,42,1.4014,8,7,truck,0.461702,635,653,890,778,0.01545725,762.99,716.11,detector_only,0.015601,497.277,0.003608,0.845254,0.076134,0.015284,0.006569,,0,0.0
VIRAT_S_050300_07_001623_001690,6,42,1.4014,9,2,car,0.350456,1450,282,1514,319,0.0011502,1482.45,301.38,weak_motion,0.346008,819.3462,1.0,18.746691,0.827398,0.219159,0.807767,,0,0.0
VIRAT_S_050300_07_001623_001690,7,48,1.6016,8,7,truck,0.523351,637,656,889,779,0.01500518,763.32,717.78,detector_only,0.019564,606.403,0.007904,1.093445,0.086807,0.019203,0.010052,,0,0.0
VIRAT_S_050300_07_001623_001690,7,48,1.6016,9,2,car,0.490992,1444,279,1504,314,0.0010031,1474.43,297.01,weak_motion,0.328143,689.1001,1.0,18.340203,0.776674,0.223646,0.87314,,0,0.0
VIRAT_S_050300_07_001623_001690,8,54,1.8018,8,7,truck,0.532393,636,656,890,779,0.01513353,763.5,718.28,detector_only,0.013774,430.3387,0.002145,0.782634,0.072201,0.012343,0.001529,,0,0.0
VIRAT_S_050300_07_001623_001690,8,54,1.8018,9,2,car,0.383937,1437,277,1495,311,0.00095357,1466.39,294.04,weak_motion,0.220168,434.1708,0.994929,12.509531,0.714001,0.143531,0.821505,,0,0.0
VIRAT_S_050300_07_001623_001690,9,60,2.002,8,7,truck,0.574503,635,655,891,779,0.01535058,763.69,717.34,detector_only,0.016365,519.5047,0.000126,1.199022,0.053585,0.016055,0.000455,,0,0.0
VIRAT_S_050300_07_001623_001690,10,66,2.2022,8,7,truck,0.542078,635,655,892,779,0.01530531,764.12,717.6,detector_only,0.013574,432.5797,0.002573,0.781469,0.065637,0.012558,0.004062,,0,0.0
VIRAT_S_050300_07_001623_001690,11,72,2.4024,8,7,truck,0.528651,634,652,895,778,0.01593166,764.99,715.45,detector_only,0.017921,589.3391,0.009335,0.954141,0.08971,0.017037,0.006082,,0,0.0
VIRAT_S_050300_07_001623_001690,12,78,2.6026,8,7,truck,0.512691,633,649,897,777,0.01622235,765.52,713.62,detector_only,0.015872,536.3447,0.017785,0.91239,0.091722,0.013914,0.011705,,0,0.0
VIRAT_S_050300_07_001623_001690,13,84,2.8028,8,7,truck,0.452335,631,649,896,776,0.01627372,764.03,713.05,detector_only,0.016862,567.4761,0.00208,0.951341,0.085053,0.016141,0.000994,,0,0.0
VIRAT_S_050300_07_001623_001690,13,84,2.8028,9,2,car,0.485032,1391,255,1451,290,0.0010133,1421.91,273.23,weak_motion,0.153099,321.5081,0.880476,8.637953,0.622058,0.10871,0.653274,,0,0.0
VIRAT_S_050300_07_001623_001690,14,90,3.003,8,7,truck,0.511133,633,651,894,777,0.01583717,764.06,714.26,detector_only,0.013731,451.5487,0.003254,0.799227,0.089746,0.012288,0.00263,,0,0.0
VIRAT_S_050300_07_001623_001690,14,90,3.003,9,2,car,0.534916,1385,253,1444,288,0.00100838,1415.08,271.36,observed_motion,0.144827,299.0679,0.867312,8.429982,0.474198,0.093239,0.593275,1,1,0.08
VIRAT_S_050300_07_001623_001690,15,96,3.2032,8,7,truck,0.49256,634,655,894,779,0.01550725,764.51,717.71,detector_only,0.017514,564.6448,0.0058,0.984917,0.079162,0.016107,0.00279,,0,0.0
VIRAT_S_050300_07_001623_001690,15,96,3.2032,9,2,car,0.386945,1376,249,1436,286,0.00106304,1406.85,267.79,observed_motion,0.141094,313.2285,0.792342,7.93465,0.527809,0.09576,0.607118,1,1,0.0
VIRAT_S_050300_07_001623_001690,16,102,3.4034,8,7,truck,0.614641,633,655,894,780,0.01562429,764.3,717.98,detector_only,0.015112,493.0293,0.008061,0.751841,0.087705,0.013315,0.006423,,0,0.0
VIRAT_S_050300_07_001623_001690,17,108,3.6036,8,7,truck,0.526558,631,655,895,780,0.01593593,763.64,718.11,detector_only,0.025305,835.0563,0.063727,1.593899,0.138986,0.023122,0.044787,,0,0.0
VIRAT_S_050300_07_001623_001690,17,108,3.6036,70,2,car,0.733397,1278,302,1335,348,0.00128029,1307.13,325.56,observed_motion,0.368582,966.4209,0.963387,23.216276,0.753489,0.254535,0.828916,1,1,0.0
VIRAT_S_050300_07_001623_001690,18,114,3.8038,8,7,truck,0.5267,627,652,899,781,0.01690596,763.43,716.8,detector_only,0.013601,477.223,0.003078,0.761691,0.078828,0.01192,0.001908,,0,0.0
VIRAT_S_050300_07_001623_001690,18,114,3.8038,70,2,car,0.63546,1294,310,1351,357,0.00129789,1322.96,333.8,weak_motion,0.587573,1574.1068,0.980216,32.906167,1.0,0.429135,0.883295,,0,0.0
VIRAT_S_050300_07_001623_001690,19,120,4.004,8,7,truck,0.500488,630,653,896,779,0.01611154,763.43,716.21,detector_only,0.020963,702.612,0.012173,1.271824,0.099601,0.020407,0.010383,,0,0.0
VIRAT_S_050300_07_001623_001690,20,126,4.2042,8,7,truck,0.503822,630,653,895,779,0.01603992,763.29,716.33,detector_only,0.014691,490.5361,0.005091,0.892751,0.087103,0.014268,0.003802,,0,0.0
VIRAT_S_050300_07_001623_001690,21,132,4.4044,8,7,truck,0.49789,629,651,897,778,0.01641723,763.76,715.25,detector_only,0.01843,627.3005,0.001352,1.023575,0.066184,0.017876,0.001817,,0,0.0
VIRAT_S_050300_07_001623_001690,22,138,4.6046,8,7,truck,0.501822,629,651,897,778,0.01639819,763.92,714.91,detector_only,0.015739,535.6863,0.010548,0.967352,0.104537,0.014025,0.007427,,0,0.0
VIRAT_S_050300_07_001623_001690,23,144,4.8048,8,7,truck,0.526748,627,649,899,778,0.01702536,763.66,713.85,detector_only,0.014455,507.1887,0.00151,0.614077,0.065,0.013566,0.00067,,0,0.0
VIRAT_S_050300_07_001623_001690,24,150,5.005,8,7,truck,0.509866,628,650,898,778,0.01669215,763.41,714.7,detector_only,0.012571,434.4501,0.0,0.577229,0.046791,0.011545,0.0,,0,0.0
VIRAT_S_050300_07_001623_001690,25,156,5.2052,8,7,truck,0.578114,629,651,897,779,0.01651997,763.6,715.35,detector_only,0.015277,524.0761,0.000845,0.574944,0.062892,0.014514,0.000807,,0,0.0
VIRAT_S_050300_07_001623_001690,26,162,5.4054,8,7,truck,0.572009,630,653,896,779,0.01614689,763.9,716.37,detector_only,0.013027,436.6223,0.003461,0.703189,0.075131,0.011333,0.002283,,0,0.0
VIRAT_S_050300_07_001623_001690,27,168,5.6056,8,7,truck,0.503518,631,655,895,780,0.01589533,763.08,717.88,detector_only,0.015696,517.9675,0.001242,0.818864,0.056233,0.01484,0.000875,,0,0.0
VIRAT_S_050300_07_001623_001690,28,174,5.8058,8,7,truck,0.505896,630,655,895,781,0.01599402,762.65,718.45,detector_only,0.008581,286.5304,0.000809,0.401973,0.057802,0.0072,0.000798,,0,0.0
VIRAT_S_050300_07_001623_001690,29,180,6.006,8,7,truck,0.515088,631,655,894,779,0.0156386,762.96,717.69,detector_only,0.013994,456.3677,0.000307,1.324047,0.057958,0.013037,0.000251,,0,0.0
VIRAT_S_050300_07_001623_001690,30,186,6.2062,8,7,truck,0.53024,630,655,895,780,0.01598449,762.66,717.76,detector_only,0.014152,468.7701,0.003864,0.790501,0.087841,0.012027,0.001934,,0,0.0
VIRAT_S_050300_07_001623_001690,31,192,6.4064,8,7,truck,0.54061,628,654,897,781,0.01645932,763.3,718.06,detector_only,0.014248,486.7375,0.000907,0.9205,0.058416,0.013464,0.000946,,0,0.0
VIRAT_S_050300_07_001623_001690,31,192,6.4064,70,2,car,0.447547,1386,369,1443,414,0.00121124,1415.03,392.23,weak_motion,0.389496,999.0581,0.996881,25.164513,0.861404,0.243232,0.860658,,0,0.0
VIRAT_S_050300_07_001623_001690,32,198,6.6066,8,7,truck,0.568103,628,653,898,781,0.01658302,763.39,717.58,detector_only,0.011563,399.6282,0.001186,0.825008,0.06145,0.010255,0.000463,,0,0.0
VIRAT_S_050300_07_001623_001690,32,198,6.6066,70,2,car,0.502459,1397,377,1457,425,0.00136042,1427.47,401.44,observed_motion,0.318712,917.89,0.972222,22.739142,0.856439,0.205823,0.814123,0,1,0.0
VIRAT_S_050300_07_001623_001690,33,204,6.8068,8,7,truck,0.494713,628,653,898,780,0.0166216,763.57,717.18,detector_only,0.016902,579.5787,0.008136,0.773028,0.08496,0.015731,0.00632,,0,0.0
VIRAT_S_050300_07_001623_001690,34,210,7.007,8,7,truck,0.506566,629,654,897,781,0.01629478,763.41,718.08,detector_only,0.013833,470.8049,0.002703,1.04012,0.062685,0.012202,0.001588,,0,0.0
VIRAT_S_050300_07_001623_001690,35,216,7.2072,8,7,truck,0.507019,632,656,893,779,0.01543612,762.98,718.23,detector_only,0.015134,485.8309,0.005732,0.89696,0.083049,0.014204,0.00332,,0,0.0
VIRAT_S_050300_07_001623_001690,36,222,7.4074,8,7,truck,0.535315,631,656,894,779,0.01556651,762.9,718.11,detector_only,0.010371,335.4805,0.000185,0.589276,0.053754,0.009709,0.00034,,0,0.0
VIRAT_S_050300_07_001623_001690,37,228,7.6076,8,7,truck,0.519754,632,654,895,777,0.01561266,763.56,716.29,detector_only,0.013218,427.5733,0.0,1.142494,0.041719,0.012835,0.000158,,0,0.0
VIRAT_S_050300_07_001623_001690,38,234,7.8078,8,7,truck,0.547676,630,652,898,778,0.01622647,764.57,715.66,detector_only,0.011772,397.5141,0.000474,0.979605,0.054716,0.011473,0.000186,,0,0.0
VIRAT_S_050300_07_001623_001690,39,240,8.008,8,7,truck,0.52772,627,647,904,777,0.01738733,765.84,712.49,detector_only,0.016638,599.1229,0.008137,1.30594,0.080534,0.015461,0.008089,,0,0.0
VIRAT_S_050300_07_001623_001690,40,246,8.2082,8,7,truck,0.519211,628,649,900,778,0.01679889,764.46,713.96,detector_only,0.01314,461.0668,0.00228,0.879067,0.060276,0.012901,0.001964,,0,0.0
VIRAT_S_050300_07_001623_001690,41,252,8.4084,8,7,truck,0.490162,626,649,901,779,0.01720173,763.84,714.56,detector_only,0.014772,528.0906,0.002126,0.823398,0.062681,0.013722,0.001628,,0,0.0
VIRAT_S_050300_07_001623_001690,42,258,8.6086,8,7,truck,0.481032,629,649,899,777,0.01664103,764.44,713.46,detector_only,0.012274,424.2012,2.9e-05,0.966331,0.050179,0.011095,0.0007,,0,0.0
VIRAT_S_050300_07_001623_001690,43,264,8.8088,8,7,truck,0.48335,629,649,899,777,0.01668673,764.27,713.76,detector_only,0.013274,458.7386,0.001215,0.694594,0.064062,0.012376,0.000745,,0,0.0
VIRAT_S_050300_07_001623_001690,44,270,9.009,8,7,truck,0.439941,630,651,895,777,0.01611296,763.12,714.54,detector_only,0.015759,526.1829,0.012579,0.555725,0.09781,0.013747,0.008965,,0,0.0
VIRAT_S_050300_07_001623_001690,45,276,9.2092,8,7,truck,0.442956,630,653,895,778,0.01592522,762.95,716.0,detector_only,0.017281,572.4473,0.002174,1.073981,0.06467,0.016217,0.001757,,0,0.0
VIRAT_S_050300_07_001623_001690,46,282,9.4094,8,7,truck,0.490443,633,655,894,778,0.01552948,763.76,716.92,detector_only,0.013805,443.1929,0.004268,0.895462,0.070999,0.012213,0.003369,,0,0.0
VIRAT_S_050300_07_001623_001690,47,288,9.6096,8,7,truck,0.490428,633,654,895,777,0.01557382,764.94,715.83,detector_only,0.018597,599.3127,0.020232,1.029972,0.109313,0.017241,0.012311,,0,0.0
VIRAT_S_050300_07_001623_001690,48,294,9.8098,8,7,truck,0.482024,631,649,899,775,0.01632383,765.89,712.74,detector_only,0.01477,498.7426,0.001333,0.774417,0.066422,0.013073,0.001102,,0,0.0
VIRAT_S_050300_07_001623_001690,49,300,10.01,8,7,truck,0.456372,630,648,900,775,0.01656345,765.35,711.69,detector_only,0.017968,616.1196,0.00175,0.893392,0.06663,0.016909,0.001396,,0,0.0
VIRAT_S_050300_07_001623_001690,50,306,10.2102,8,7,truck,0.447737,629,647,900,775,0.0167477,764.79,711.12,detector_only,0.013452,466.6378,0.004411,0.695432,0.074214,0.011499,0.002293,,0,0.0
VIRAT_S_050300_07_001623_001690,51,312,10.4104,8,7,truck,0.522913,631,647,897,773,0.01613678,764.76,710.65,detector_only,0.01717,575.4825,0.007399,0.837743,0.077563,0.015717,0.004846,,0,0.0
VIRAT_S_050300_07_001623_001690,52,318,10.6106,8,7,truck,0.493671,633,649,896,773,0.01573279,764.75,711.13,detector_only,0.014535,474.0193,0.00831,0.763881,0.081018,0.013055,0.005887,,0,0.0
VIRAT_S_050300_07_001623_001690,53,324,10.8108,8,7,truck,0.517642,628,645,901,774,0.01699664,765.07,709.54,detector_only,0.018302,644.5248,0.009456,0.710601,0.109155,0.016677,0.007059,,0,0.0
VIRAT_S_050300_07_001623_001690,54,330,11.011,8,7,truck,0.530397,628,645,901,774,0.01707553,764.83,709.79,detector_only,0.016836,592.9081,0.016924,0.774418,0.11696,0.014866,0.011323,,0,0.0
VIRAT_S_050300_07_001623_001690,55,336,11.2112,8,7,truck,0.561424,628,643,902,773,0.0171562,765.62,708.52,detector_only,0.018436,656.6795,0.00146,0.923851,0.064002,0.016979,0.00161,,0,0.0
VIRAT_S_050300_07_001623_001690,56,342,11.4114,8,7,truck,0.576469,629,643,901,772,0.01699114,765.19,707.76,detector_only,0.017728,622.0424,0.033459,1.158802,0.086953,0.014861,0.020199,,0,0.0
VIRAT_S_050300_07_001623_001690,57,348,11.6116,8,7,truck,0.578982,628,641,900,770,0.01692692,764.27,706.33,detector_only,0.020713,726.7621,0.00607,0.88837,0.071393,0.019951,0.00568,,0,0.0
VIRAT_S_050300_07_001623_001690,58,354,11.8118,8,7,truck,0.597192,629,642,898,769,0.01656563,763.71,705.95,detector_only,0.009824,335.6123,0.0,0.802876,0.045306,0.008964,0.000376,,0,0.0
VIRAT_S_050300_07_001623_001690,59,360,12.012,8,7,truck,0.61627,627,641,898,770,0.01689691,763.16,705.65,detector_only,0.016159,564.9189,0.000143,0.835502,0.051571,0.01583,0.000123,,0,0.0
VIRAT_S_050300_07_001623_001690,60,366,12.2122,8,7,truck,0.596614,627,640,897,769,0.01678815,762.96,705.15,detector_only,0.01363,474.7486,0.005024,0.998627,0.072431,0.012611,0.004607,,0,0.0
VIRAT_S_050300_07_001623_001690,61,372,12.4124,8,7,truck,0.589141,629,641,897,769,0.01658012,763.23,705.36,detector_only,0.015325,525.7242,0.001137,0.840107,0.061415,0.014532,0.000478,,0,0.0
VIRAT_S_050300_07_001623_001690,62,378,12.6126,8,7,truck,0.592561,629,639,898,768,0.01673252,764.12,703.88,detector_only,0.015037,521.7908,0.004582,0.858823,0.080825,0.014015,0.0035,,0,0.0
VIRAT_S_050300_07_001623_001690,63,384,12.8128,8,7,truck,0.613653,626,634,898,765,0.01713838,762.89,700.17,detector_only,0.019762,704.1578,0.00522,0.755425,0.061881,0.019247,0.011516,,0,0.0
VIRAT_S_050300_07_001623_001690,64,390,13.013,8,7,truck,0.579987,629,634,894,761,0.01624621,761.99,697.95,detector_only,0.025408,855.1091,0.098499,1.102501,0.107505,0.021857,0.070651,,0,0.0
VIRAT_S_050300_07_001623_001690,65,396,13.2132,8,7,truck,0.555338,630,634,892,759,0.01575284,761.43,697.02,detector_only,0.016365,535.9628,0.001802,0.801533,0.062372,0.015474,0.001241,,0,0.0
VIRAT_S_050300_07_001623_001690,66,402,13.4134,8,7,truck,0.6638,627,633,892,760,0.01631288,760.13,696.94,detector_only,0.017013,572.5853,0.019551,0.979444,0.104455,0.015049,0.014359,,0,0.0
VIRAT_S_050300_07_001623_001690,67,408,13.6136,8,7,truck,0.562038,621,633,884,760,0.01613385,752.95,697.18,detector_only,0.018665,623.4382,0.012874,0.814237,0.095938,0.017461,0.00796,,0,0.0
VIRAT_S_050300_07_001623_001690,68,414,13.8138,8,7,truck,0.519109,618,633,875,759,0.01560103,747.09,696.83,detector_only,0.016188,524.1883,0.016799,0.902385,0.101417,0.013966,0.012184,,0,0.0
VIRAT_S_050300_07_001623_001690,69,420,14.014,8,7,truck,0.51483,625,635,882,761,0.01564278,754.12,698.19,detector_only,0.019547,632.969,0.011889,0.851589,0.097132,0.018018,0.009129,,0,0.0
VIRAT_S_050300_07_001623_001690,70,426,14.2142,8,7,truck,0.549689,630,634,890,762,0.01601635,760.44,698.44,detector_only,0.013184,438.7591,0.001803,0.727349,0.064895,0.012073,0.000821,,0,0.0
VIRAT_S_050300_07_001623_001690,71,432,14.4144,8,7,truck,0.627511,631,634,895,763,0.01647969,763.55,698.85,detector_only,0.017456,594.475,0.017912,0.805075,0.09924,0.016064,0.014127,,0,0.0
VIRAT_S_050300_07_001623_001690,72,438,14.6146,8,7,truck,0.605066,632,635,895,763,0.01630743,764.02,699.31,detector_only,0.013749,462.8454,0.001426,0.732034,0.059451,0.012001,0.001045,,0,0.0
VIRAT_S_050300_07_001623_001690,73,444,14.8148,8,7,truck,0.57501,630,635,895,764,0.01660363,762.99,700.16,detector_only,0.020054,685.5488,0.027702,0.866114,0.096723,0.018329,0.019578,,0,0.0
VIRAT_S_050300_07_001623_001690,74,450,15.015,8,7,truck,0.566106,632,637,895,765,0.01623832,764.02,701.77,detector_only,0.014462,486.852,0.004575,0.735713,0.070168,0.013045,0.003856,,0,0.0
VIRAT_S_050300_07_001623_001690,75,456,15.2152,8,7,truck,0.584894,632,638,894,765,0.01606643,763.31,702.27,detector_only,0.018743,623.6438,0.015087,0.823813,0.082983,0.017105,0.010225,,0,0.0
VIRAT_S_050300_07_001623_001690,76,462,15.4154,8,7,truck,0.604421,631,638,894,765,0.0160969,763.05,701.93,detector_only,0.012482,416.908,0.010838,0.803243,0.085694,0.010758,0.007014,,0,0.0
VIRAT_S_050300_07_001623_001690,77,468,15.6156,8,7,truck,0.589791,631,637,896,766,0.01643294,764.02,702.16,detector_only,0.017119,585.2072,0.001521,0.749104,0.06352,0.016282,0.000653,,0,0.0
VIRAT_S_050300_07_001623_001690,78,474,15.8158,8,7,truck,0.602683,633,641,895,767,0.01585203,764.54,704.33,detector_only,0.0137,452.268,0.003938,0.787561,0.074979,0.012492,0.002244,,0,0.0
VIRAT_S_050300_07_001623_001690,79,480,16.016,8,7,truck,0.583039,635,643,893,767,0.01534805,764.64,705.41,detector_only,0.018304,585.5778,0.010378,0.854942,0.096383,0.016903,0.00685,,0,0.0
VIRAT_S_050300_07_001623_001690,80,486,16.2162,8,7,truck,0.584799,634,642,893,766,0.0154689,764.34,704.64,detector_only,0.013143,422.1013,0.004235,0.828318,0.069637,0.011502,0.002367,,0,0.0
VIRAT_S_050300_07_001623_001690,81,492,16.4164,8,7,truck,0.560951,632,642,895,768,0.01591016,764.41,705.59,detector_only,0.01393,461.6254,0.001026,0.720743,0.077652,0.013018,0.000699,,0,0.0
VIRAT_S_050300_07_001623_001690,82,498,16.6166,8,7,truck,0.551096,632,643,896,769,0.01604023,764.33,706.19,detector_only,0.009415,313.1847,0.0,0.586557,0.046,0.008634,0.0,,0,0.0
VIRAT_S_050300_07_001623_001690,83,504,16.8168,8,7,truck,0.563884,629,641,900,770,0.01693497,764.66,705.95,detector_only,0.014917,521.4711,0.0002,0.696768,0.053039,0.013978,0.000358,,0,0.0
VIRAT_S_050300_07_001623_001690,84,510,17.017,8,7,truck,0.507725,630,643,898,771,0.01655772,764.09,707.17,detector_only,0.014863,509.8451,0.012214,0.838532,0.092039,0.012951,0.00821,,0,0.0
VIRAT_S_050300_07_001623_001690,85,516,17.2172,8,7,truck,0.572339,631,643,897,769,0.01621747,764.33,706.42,detector_only,0.011656,390.6589,0.0,0.591696,0.045878,0.011189,0.0,,0,0.0
VIRAT_S_050300_07_001623_001690,86,522,17.4174,8,7,truck,0.571446,631,643,897,770,0.016301,764.69,706.56,detector_only,0.008638,291.812,0.0,0.669265,0.036139,0.007895,0.0,,0,0.0
VIRAT_S_050300_07_001623_001690,87,528,17.6176,8,7,truck,0.564571,629,641,901,771,0.01701205,765.38,706.29,detector_only,0.013911,491.9089,0.0,0.694902,0.046948,0.013219,0.0,,0,0.0
VIRAT_S_050300_07_001623_001690,88,534,17.8178,8,7,truck,0.573285,628,641,902,772,0.01742604,765.56,707.0,detector_only,0.008815,316.4195,0.000111,0.597118,0.053661,0.007566,0.000206,,0,0.0
VIRAT_S_050300_07_001623_001690,89,540,18.018,8,7,truck,0.54502,630,641,902,773,0.01723848,766.31,707.44,detector_only,0.013358,479.5938,0.000167,0.591805,0.053851,0.013121,0.000327,,0,0.0
VIRAT_S_050300_07_001623_001690,90,546,18.2182,8,7,truck,0.559825,629,641,902,773,0.01735835,766.35,707.58,detector_only,0.011219,404.3052,0.000527,0.653072,0.056062,0.009738,0.000435,,0,0.0
VIRAT_S_050300_07_001623_001690,91,552,18.4184,8,7,truck,0.497438,630,645,898,774,0.01668196,764.76,709.7,detector_only,0.017434,602.7289,0.00781,0.76723,0.085842,0.015994,0.005601,,0,0.0
VIRAT_S_050300_07_001623_001690,92,558,18.6186,8,7,truck,0.61643,642,646,900,769,0.01525325,771.45,708.37,detector_only,0.019956,633.2847,0.015346,0.637067,0.095991,0.017758,0.016665,,0,0.0
VIRAT_S_050300_07_001623_001690,93,564,18.8188,8,7,truck,0.603839,642,642,906,769,0.0160686,774.9,706.05,detector_only,0.019312,647.4863,0.007785,0.718406,0.080857,0.018068,0.007961,,0,0.0
VIRAT_S_050300_07_001623_001690,94,570,19.019,8,7,truck,0.583823,646,647,902,769,0.0150286,774.61,708.53,detector_only,0.020258,632.7129,0.038934,0.949266,0.105705,0.01746,0.027986,,0,0.0
VIRAT_S_050300_07_001623_001690,95,576,19.2192,8,7,truck,0.573241,648,648,902,768,0.01475626,775.59,708.64,detector_only,0.016533,503.9364,0.002297,0.743234,0.066237,0.015552,0.001331,,0,0.0
VIRAT_S_050300_07_001623_001690,96,582,19.4194,8,7,truck,0.572634,647,647,905,769,0.01512051,776.39,708.64,detector_only,0.01844,580.4131,0.038855,1.03697,0.124605,0.015782,0.027975,,0,0.0
VIRAT_S_050300_07_001623_001690,96,582,19.4194,438,2,car,0.781954,1610,501,1711,567,0.00318005,1661.0,534.63,weak_motion,0.553222,3687.7783,0.990699,31.110585,1.0,0.390841,0.84709,,0,0.0
VIRAT_S_050300_07_001623_001690,97,588,19.6196,8,7,truck,0.575622,644,645,907,769,0.01577773,776.44,707.81,detector_only,0.019843,647.1041,0.004814,0.845766,0.077,0.018848,0.003613,,0,0.0
VIRAT_S_050300_07_001623_001690,98,594,19.8198,8,7,truck,0.589547,643,644,909,769,0.01606537,776.63,706.92,detector_only,0.012418,412.9052,0.006827,0.750029,0.091787,0.011557,0.0048,,0,0.0
VIRAT_S_050300_07_001623_001690,98,594,19.8198,447,2,car,0.727084,1494,426,1585,488,0.00270397,1540.09,457.53,observed_motion,0.452887,2555.1907,0.987416,27.353279,0.833539,0.268927,0.710599,1,1,0.255
VIRAT_S_050300_07_001623_001690,99,600,20.02,8,7,truck,0.558596,645,646,907,769,0.01566632,776.53,708.04,detector_only,0.020236,652.1406,0.005306,0.828677,0.073243,0.018936,0.003653,,0,0.0
VIRAT_S_050300_07_001623_001690,99,600,20.02,447,2,car,0.672749,1515,439,1605,500,0.00263854,1560.27,469.76,observed_motion,0.459858,2524.6206,1.0,18.831041,0.801389,0.313798,0.878472,1,1,0.165
VIRAT_S_050300_07_001623_001690,100,606,20.2202,8,7,truck,0.54405,643,644,910,771,0.01639886,777.01,707.65,detector_only,0.020133,682.7047,0.029019,0.969789,0.111213,0.017207,0.02112,,0,0.0
VIRAT_S_050300_07_001623_001690,100,606,20.2202,447,2,car,0.621651,1546,454,1634,514,0.00255796,1590.22,484.2,weak_motion,0.465356,2457.0806,0.988636,22.415305,0.828338,0.350044,0.877586,,0,0.0
VIRAT_S_050300_07_001623_001690,101,612,20.4204,8,7,truck,0.53762,642,643,912,771,0.01671687,777.1,707.63,detector_only,0.016794,580.4056,0.002836,0.687843,0.075493,0.016124,0.001502,,0,0.0
VIRAT_S_050300_07_001623_001690,101,612,20.4204,447,2,car,0.758477,1560,463,1654,527,0.00292835,1607.67,495.37,observed_motion,0.482797,2904.5059,0.989195,19.774057,0.851754,0.33352,0.817399,1,1,0.625
VIRAT_S_050300_07_001623_001690,102,618,20.6206,8,7,truck,0.557179,642,642,911,770,0.0165657,777.21,706.94,detector_only,0.014227,489.8659,0.003717,0.707827,0.070346,0.012183,0.002099,,0,0.0
VIRAT_S_050300_07_001623_001690,102,618,20.6206,447,2,car,0.769753,1580,476,1674,541,0.00292798,1627.58,508.93,weak_motion,0.564216,3447.3623,0.991326,28.070996,1.0,0.369999,0.778846,,0,0.0
