track_id,class_name,start_frame,end_frame,start_time_sec,end_time_sec,duration_sec,num_visible_frames,num_observed_motion_frames,num_weak_motion_frames,num_detector_only_frames,observed_motion_ratio,weak_motion_ratio,mean_motion_inside_bbox,max_motion_inside_bbox,mean_motion_coverage,mean_motion_density,max_motion_density,associated_motion_blob_count,mean_associated_blob_importance,track_displacement_px,normalized_track_displacement,trajectory_length,mean_speed,median_speed,bbox_jitter_score,class_weight,track_motion_importance,is_stationary_track,is_moving_track,track_state
14,car,6,1278,0.2,42.6,42.4,213,0,14,199,0.0,0.065728,0.025073,0.050991,0.082891,1.130813,2.883673,0,0.0,0.72,0.000491,59.1,1.3939,1.0283,59.1035,0.95,0.0,True,False,stationary_vehicle
15,car,6,1278,0.2,42.6,42.4,207,0,4,203,0.0,0.019324,0.018526,0.0441,0.024547,0.820349,2.337775,0,0.0,1.54,0.00105,141.62,3.3401,2.1048,91.8384,0.95,0.0,True,False,stationary_vehicle
16,car,6,1278,0.2,42.6,42.4,213,0,6,207,0.0,0.028169,0.019309,0.045713,0.027839,0.860644,2.613365,0,0.0,1.27,0.000867,330.73,7.8002,4.8878,259.838,0.95,0.0,True,False,stationary_vehicle
17,car,6,1278,0.2,42.6,42.4,203,0,4,199,0.0,0.019704,0.019887,0.046264,0.031818,0.872901,2.467131,0,0.0,2.86,0.001949,100.48,2.3697,1.9134,35.1008,0.95,0.0,True,False,stationary_vehicle
18,car,6,1278,0.2,42.6,42.4,210,0,16,194,0.0,0.07619,0.023849,0.057679,0.059702,1.062251,3.247598,0,0.0,1.03,0.000699,40.99,0.9668,0.781,39.9049,0.95,0.0,True,False,stationary_vehicle
19,car,6,318,0.2,10.6,10.4,43,0,9,34,0.0,0.209302,0.03575,0.05293,0.133162,1.549268,3.025927,0,0.0,15.6,0.010619,71.75,6.8992,6.3866,4.6009,0.95,0.0,True,False,stationary_vehicle
20,car,6,1044,0.2,34.8,34.6,71,0,8,63,0.0,0.112676,0.029375,0.054186,0.110359,1.247105,3.047734,0,0.0,1.08,0.000736,19.09,0.5517,1.0185,17.6674,0.95,0.0,True,False,stationary_vehicle
21,car,6,942,0.2,31.4,31.2,53,0,8,45,0.0,0.150943,0.029741,0.054945,0.093654,1.303603,2.664015,0,0.0,0.75,0.00051,16.27,0.5213,1.2297,16.2654,0.95,0.0,True,False,stationary_vehicle
22,car,6,12,0.2,0.4,0.2,2,0,0,2,0.0,0.0,0.047054,0.050707,0.379457,1.313387,1.444286,0,0.0,1.85,0.001258,1.85,9.2382,9.2382,1.0,0.95,0.0,True,False,weak_only_stationary
23,car,6,1278,0.2,42.6,42.4,126,0,8,118,0.0,0.063492,0.023927,0.049756,0.049583,1.053628,2.745976,0,0.0,4.72,0.003217,100.9,2.3796,2.6249,21.3571,0.95,0.0,True,False,stationary_vehicle
24,car,18,1278,0.6,42.6,42.0,100,0,21,79,0.0,0.21,0.027334,0.08587,0.09912,1.35213,3.865968,0,0.0,19.75,0.01345,276.38,6.5805,8.5513,13.9921,0.95,0.0,True,False,stationary_vehicle
31,car,138,546,4.6,18.2,13.6,7,0,2,5,0.0,0.285714,0.034392,0.044579,0.143374,1.403992,2.23102,0,0.0,0.49,0.000334,4.17,0.3066,3.4952,4.17,0.95,0.0,True,False,weak_only_stationary
34,car,222,1278,7.4,42.6,35.2,172,0,27,145,0.0,0.156977,0.02743,0.083042,0.083227,1.252301,4.581085,0,0.0,1.19,0.000811,152.02,4.3187,2.3712,127.6328,0.95,0.0,True,False,stationary_vehicle
101,car,780,1278,26.0,42.6,16.6,28,0,4,24,0.0,0.142857,0.023702,0.062007,0.076671,1.178823,3.75256,0,0.0,0.83,0.000564,28.8,1.7348,3.3589,28.7985,0.95,0.0,True,False,stationary_vehicle
115,car,870,888,29.0,29.6,0.6,4,4,0,0,1.0,0.0,0.299418,0.34969,0.818962,15.123748,15.413209,4,0.288012,53.37,0.036342,53.72,89.5415,91.3168,1.0066,0.95,0.0,True,False,weak_only_stationary
170,car,1140,1278,38.0,42.6,4.6,7,0,0,7,0.0,0.0,0.01318,0.020819,0.013212,0.635495,1.086409,0,0.0,12.58,0.008567,27.76,6.0345,24.9256,2.2062,0.95,0.0,True,False,weak_only_stationary
183,car,1224,1278,40.8,42.6,1.8,9,0,9,0,0.0,1.0,0.406133,0.517316,0.986278,16.662608,19.145615,0,0.0,77.53,0.052794,78.3,43.4988,45.2823,1.0099,0.95,0.0,True,False,weak_only_stationary
