video_name,frame_idx,timestamp_sec,blob_id_in_frame,merge_stage,source_raw_blob_ids,grid_row,grid_col,num_grid_cells,mean_flow_magnitude,flow_direction_coherence,x1,y1,x2,y2,bbox_width,bbox_height,bbox_area_ratio,motion_energy,mean_motion,max_motion,motion_density,center_x,center_y,aspect_ratio,scale_score,local_peak_score,spatial_novelty_score,small_blob_flag,edge_density,centroid_displacement,temporal_position_stability,texture_flicker_score,object_motion_score,global_motion_score,camera_motion_flag,blob_importance,rank_by_motion_energy,rank_by_importance,persistence_track_id,persistence_frames
VIRAT_S_000201_06_001354_001397,36,1.2,1,merged,0,12,16,2,0.949,0.7879,1024,432,1152,468,128,36,0.005,666.9159,0.14473,0.844279,0.14473,1088.0,450.0,3.5556,14.140722,4.594379,0.5,False,0.092665,0.0,0.0,0.0,0.475765,0.549004,True,0.005,1,2,3,39
VIRAT_S_000201_06_001354_001397,42,1.4,0,merged,1,19,3,1,0.6728,0.9114,192,684,256,720,64,36,0.0025,296.3642,0.12863,0.343328,0.12863,224.0,702.0,1.7778,19.996001,3.663704,0.0,True,0.051215,0.0,0.0,0.0,0.51899,0.550091,False,0.315,2,1,5,6
VIRAT_S_000201_06_001354_001397,42,1.4,1,merged,0,8,14,2,0.8956,0.6614,896,288,960,360,64,72,0.005,787.3596,0.170868,1.0,0.170868,928.0,324.0,0.8889,14.140722,4.866736,0.0,False,0.136068,0.0,0.0,0.0,0.43149,0.550091,False,0.285,1,2,2,14
VIRAT_S_000201_06_001354_001397,54,1.8,0,merged,0,9,14,1,0.9774,0.6426,896,324,960,360,64,36,0.0025,401.2786,0.174166,0.787865,0.174166,928.0,342.0,1.7778,19.996001,5.71644,0.0,True,0.190538,0.0,0.0,0.0,0.42491,0.548952,True,0.36,1,1,2,14
VIRAT_S_000201_06_001354_001397,54,1.8,1,merged,1,11,17,1,0.591,0.827,1088,396,1152,432,64,36,0.0025,254.3203,0.110382,0.980179,0.110382,1120.0,414.0,1.7778,19.996001,3.622936,0.0,True,0.184462,0.0,0.0,0.0,0.48945,0.548952,True,0.24,2,2,3,39
VIRAT_S_000201_06_001354_001397,60,2.0,0,merged,1,19,3,1,0.859,0.8411,192,684,256,720,64,36,0.0025,254.4879,0.110455,0.415047,0.110455,224.0,702.0,1.7778,19.996001,2.826955,0.0,True,0.046007,0.0,0.0,0.0,0.494385,0.549002,False,0.099342,3,3,5,6
VIRAT_S_000201_06_001354_001397,60,2.0,1,merged,2,9,14,1,1.1405,0.5806,896,324,960,360,64,36,0.0025,350.2903,0.152036,1.0,0.152036,928.0,342.0,1.7778,19.996001,3.891167,0.0,True,0.183594,0.0,0.0,0.0,0.40321,0.549002,False,0.131398,2,2,2,14
VIRAT_S_000201_06_001354_001397,60,2.0,2,merged,0,12,16,1,1.1625,0.9073,1024,432,1088,468,64,36,0.0025,407.6734,0.176942,0.894776,0.176942,1056.0,450.0,1.7778,19.996001,4.528602,0.435788,True,0.188368,0.0,0.0,0.0,0.517555,0.549002,False,0.7,1,1,3,39
VIRAT_S_000201_06_001354_001397,66,2.2,0,merged,1,8,14,1,0.6912,0.8008,896,288,960,324,64,36,0.0025,240.4947,0.104381,0.71884,0.104381,928.0,306.0,1.7778,19.996001,3.243059,0.245131,True,0.082031,0.0,0.0,0.0,0.48028,0.548975,False,0.405,2,1,2,14
VIRAT_S_000201_06_001354_001397,66,2.2,1,merged,0,12,16,2,0.9479,0.5537,1024,432,1152,468,128,36,0.005,696.7478,0.151204,0.876594,0.151204,1088.0,450.0,3.5556,14.140722,4.697805,0.0,False,0.101345,0.0,0.0,0.0,0.393795,0.548975,False,0.195,1,2,3,39
VIRAT_S_000201_06_001354_001397,72,2.4,0,merged,1,19,3,1,0.8461,0.5522,192,684,256,720,64,36,0.0025,314.3285,0.136427,0.423849,0.136427,224.0,702.0,1.7778,19.996001,4.415356,0.0,True,0.052951,0.0,0.0,0.0,0.39327,0.549078,False,0.454405,2,1,5,6
VIRAT_S_000201_06_001354_001397,72,2.4,1,merged,"0,2",8,14,2,0.6023,0.6703,832,288,960,360,128,72,0.01,1008.7545,0.109457,1.0,0.109457,896.0,324.0,1.7778,9.9995,3.54248,0.435788,False,0.108724,0.0,0.0,0.0,0.434605,0.549078,False,0.255,1,2,2,14
VIRAT_S_000201_06_001354_001397,72,2.4,2,merged,4,12,16,1,0.5869,0.4603,1024,432,1088,468,64,36,0.0025,287.1957,0.124651,0.594729,0.124651,1056.0,450.0,1.7778,19.996001,4.034223,0.0,True,0.184462,0.0,0.0,0.0,0.361105,0.549078,False,0.183445,3,3,3,39
VIRAT_S_000201_06_001354_001397,78,2.6,0,merged,0,18,3,2,0.6741,0.9363,192,648,256,720,64,72,0.005,586.6273,0.127306,0.399215,0.127306,224.0,684.0,0.8889,14.140722,3.468549,0.245131,False,0.05816,0.0,0.0,0.0,0.527705,0.550145,False,0.24,2,2,5,6
VIRAT_S_000201_06_001354_001397,78,2.6,1,merged,1,9,14,2,0.6684,0.6997,832,324,960,360,128,36,0.005,624.9787,0.135629,1.0,0.135629,896.0,342.0,3.5556,14.140722,3.69531,0.245131,False,0.128038,0.0,0.0,0.0,0.444895,0.550145,False,0.36,1,1,2,14
VIRAT_S_000201_06_001354_001397,84,2.8,0,merged,0,12,16,1,1.2269,0.8867,1024,432,1088,468,64,36,0.0025,514.2416,0.223195,1.0,0.223195,1056.0,450.0,1.7778,19.996001,7.592359,0.0,True,0.191406,0.0,0.0,0.0,0.510345,0.549066,True,0.3,1,1,3,39
VIRAT_S_000201_06_001354_001397,90,3.0,0,merged,1,9,14,2,0.6864,0.6827,832,324,960,360,128,36,0.005,506.3588,0.109887,1.0,0.109887,896.0,342.0,3.5556,14.140722,2.805111,0.0,False,0.126953,0.0,0.0,0.0,0.438945,0.550187,False,0.0,2,2,2,14
VIRAT_S_000201_06_001354_001397,90,3.0,1,merged,0,12,16,2,1.0961,0.748,1024,432,1152,468,128,36,0.005,770.7089,0.167255,0.980259,0.167255,1088.0,450.0,3.5556,14.140722,4.269549,0.0,False,0.092231,0.0,0.0,0.0,0.4618,0.550187,False,0.61,1,1,3,39
VIRAT_S_000201_06_001354_001397,102,3.4,0,merged,0,12,16,1,1.2438,0.9434,1024,432,1088,468,64,36,0.0025,578.8048,0.251217,0.888918,0.251217,1056.0,450.0,1.7778,19.996001,7.441918,0.0,True,0.174913,0.0,0.0,0.0,0.53019,0.549071,False,0.3,1,1,3,39
VIRAT_S_000201_06_001354_001397,108,3.6,0,merged,0,9,13,1,0.632,0.7205,832,324,896,360,64,36,0.0025,399.8773,0.173558,1.0,0.173558,864.0,342.0,1.7778,19.996001,4.050087,0.435788,True,0.085503,0.0,0.0,0.0,0.452175,0.550108,False,0.08,2,2,2,14
VIRAT_S_000201_06_001354_001397,108,3.6,1,merged,2,12,16,1,0.7612,0.8678,1024,432,1088,468,64,36,0.0025,518.4003,0.225,0.942084,0.225,1056.0,450.0,1.7778,19.996001,5.250525,0.0,True,0.179688,0.0,0.0,0.0,0.50373,0.550108,False,0.52,1,1,3,39
VIRAT_S_000201_06_001354_001397,114,3.8,0,merged,1,9,13,1,0.9159,0.5499,832,324,896,360,64,36,0.0025,316.7894,0.137495,0.703485,0.137495,864.0,342.0,1.7778,19.996001,5.227922,0.0,True,0.101562,0.0,0.0,0.0,0.392465,0.548986,True,0.0,2,2,2,14
VIRAT_S_000201_06_001354_001397,114,3.8,1,merged,0,12,16,1,1.716,0.6593,1024,432,1088,468,64,36,0.0025,603.9558,0.262134,1.0,0.262134,1056.0,450.0,1.7778,19.996001,9.966982,0.0,True,0.197917,0.0,0.0,0.0,0.430755,0.548986,True,0.61,1,1,3,39
VIRAT_S_000201_06_001354_001397,120,4.0,0,merged,1,9,13,1,0.8994,0.6242,832,324,896,360,64,36,0.0025,281.5365,0.122195,0.588799,0.122195,864.0,342.0,1.7778,19.996001,4.071395,0.0,True,0.092448,0.0,0.0,0.0,0.41847,0.54901,True,0.0,2,2,2,14
VIRAT_S_000201_06_001354_001397,120,4.0,1,merged,0,12,16,1,2.3366,0.9657,1024,432,1088,468,64,36,0.0025,709.2112,0.307817,1.0,0.307817,1056.0,450.0,1.7778,19.996001,10.256145,0.0,True,0.203559,0.0,0.0,0.0,0.537995,0.54901,True,0.61,1,1,3,39
VIRAT_S_000201_06_001354_001397,126,4.2,0,merged,0,12,16,1,2.2261,0.9037,1024,432,1088,468,64,36,0.0025,696.707,0.30239,1.0,0.30239,1056.0,450.0,1.7778,19.996001,10.520037,0.0,True,0.174479,0.0,0.0,0.0,0.516295,0.549069,True,0.3,1,1,3,39
VIRAT_S_000201_06_001354_001397,132,4.4,0,merged,0,12,16,1,1.6701,0.7802,1024,432,1088,468,64,36,0.0025,701.61,0.304518,1.0,0.304518,1056.0,450.0,1.7778,19.996001,9.288454,0.0,True,0.178819,0.0,0.0,0.0,0.47307,0.550179,True,0.3,1,1,3,39
VIRAT_S_000201_06_001354_001397,138,4.6,0,merged,0,12,16,1,1.2204,0.8539,1024,432,1088,468,64,36,0.0025,748.3015,0.324784,1.0,0.324784,1056.0,450.0,1.7778,19.996001,8.241986,0.0,True,0.184462,0.0,0.0,0.0,0.498865,0.55004,False,0.3,1,1,3,39
VIRAT_S_000201_06_001354_001397,144,4.8,0,merged,0,12,16,1,1.1406,0.7428,1024,432,1088,468,64,36,0.0025,644.4846,0.279724,1.0,0.279724,1056.0,450.0,1.7778,19.996001,8.4116,0.0,True,0.177083,0.0,0.0,0.0,0.45998,0.550058,True,0.3,1,1,3,39
VIRAT_S_000201_06_001354_001397,150,5.0,0,merged,0,15,17,1,0.7737,0.6938,1088,540,1152,576,64,36,0.0025,256.4182,0.111293,0.323186,0.111293,1120.0,558.0,1.7778,19.996001,3.782199,1.0,True,0.119792,0.0,0.0,0.0,0.44283,0.549006,True,0.082737,2,3,14,2
VIRAT_S_000201_06_001354_001397,150,5.0,1,merged,2,12,16,1,2.1376,0.8227,1024,432,1088,468,64,36,0.0025,759.3944,0.329598,1.0,0.329598,1056.0,450.0,1.7778,19.996001,11.20116,0.0,True,0.187066,0.0,0.0,0.0,0.487945,0.549006,True,0.413286,1,1,3,39
VIRAT_S_000201_06_001354_001397,150,5.0,2,merged,1,9,11,1,0.7272,0.9187,704,324,768,360,64,36,0.0025,252.6705,0.109666,0.270025,0.109666,736.0,342.0,1.7778,19.996001,3.726921,1.0,True,0.048177,0.0,0.0,0.0,0.521545,0.549006,True,0.33,3,2,13,50
VIRAT_S_000201_06_001354_001397,156,5.2,0,merged,1,12,16,2,1.4697,0.6792,1024,432,1088,504,64,72,0.005,889.3774,0.193007,1.0,0.193007,1056.0,468.0,0.8889,14.140722,6.421515,0.245131,False,0.104601,0.0,0.0,0.0,0.43772,0.550114,False,0.345,1,1,3,39
VIRAT_S_000201_06_001354_001397,156,5.2,1,merged,"0,2",8,12,2,0.5199,0.8831,704,288,832,360,128,72,0.01,597.3792,0.06482,0.248791,0.06482,768.0,324.0,1.7778,9.9995,2.156609,0.5,False,0.043837,0.0,0.0,0.0,0.509085,0.550114,False,0.255,2,2,13,50
VIRAT_S_000201_06_001354_001397,162,5.4,0,merged,1,16,16,1,0.7779,0.6891,1024,576,1088,612,64,36,0.0025,360.3969,0.156422,0.350537,0.156422,1056.0,594.0,1.7778,19.996001,4.673077,1.0,True,0.130208,0.0,0.0,0.0,0.441185,0.550097,True,0.33,2,1,14,2
VIRAT_S_000201_06_001354_001397,162,5.4,1,merged,0,12,16,1,1.3736,0.6648,1024,432,1088,468,64,36,0.0025,703.3884,0.30529,1.0,0.30529,1056.0,450.0,1.7778,19.996001,9.120469,0.0,True,0.178819,0.0,0.0,0.0,0.43268,0.550097,True,0.27,1,2,3,39
VIRAT_S_000201_06_001354_001397,168,5.6,0,merged,1,19,3,1,0.7801,0.8334,192,684,256,720,64,36,0.0025,382.5972,0.166058,0.498408,0.166058,224.0,702.0,1.7778,19.996001,4.321152,1.0,True,0.048177,0.0,0.0,0.0,0.49169,0.550154,False,0.389827,2,1,15,2
VIRAT_S_000201_06_001354_001397,168,5.6,1,merged,0,12,16,1,1.0555,0.5891,1024,432,1088,468,64,36,0.0025,587.094,0.254815,1.0,0.254815,1056.0,450.0,1.7778,19.996001,6.630792,0.0,True,0.184896,0.0,0.0,0.0,0.406185,0.550154,False,0.27,1,2,3,39
VIRAT_S_000201_06_001354_001397,168,5.6,2,merged,2,8,11,1,0.5772,0.9099,704,288,768,324,64,36,0.0025,285.1111,0.123746,0.297015,0.123746,736.0,306.0,1.7778,19.996001,3.220118,0.490261,True,0.048611,0.0,0.0,0.0,0.518465,0.550154,False,0.238247,3,3,13,50
VIRAT_S_000201_06_001354_001397,174,5.8,0,merged,0,12,16,1,0.8065,0.8427,1024,432,1088,468,64,36,0.0025,468.4207,0.203308,1.0,0.203308,1056.0,450.0,1.7778,19.996001,5.021279,0.0,True,0.171875,0.0,0.0,0.0,0.494945,0.550119,False,0.3,1,1,3,39
VIRAT_S_000201_06_001354_001397,180,6.0,0,merged,1,19,3,1,0.6769,0.6544,192,684,256,720,64,36,0.0025,268.9196,0.116719,0.314154,0.116719,224.0,702.0,1.7778,19.996001,3.523577,0.0,True,0.048611,0.0,0.0,0.0,0.42904,0.550186,True,0.0,2,2,15,2
VIRAT_S_000201_06_001354_001397,180,6.0,1,merged,0,12,16,1,1.5627,0.661,1024,432,1088,468,64,36,0.0025,655.5051,0.284507,1.0,0.284507,1056.0,450.0,1.7778,19.996001,8.588897,0.0,True,0.162326,0.0,0.0,0.0,0.43135,0.550186,True,0.61,1,1,3,39
VIRAT_S_000201_06_001354_001397,186,6.2,0,merged,0,12,16,2,1.3861,0.6614,1024,432,1088,504,64,72,0.005,973.989,0.211369,0.921143,0.211369,1056.0,468.0,0.8889,14.140722,7.205271,0.0,False,0.103082,0.0,0.0,0.0,0.43149,0.544564,True,0.445,1,1,3,39
VIRAT_S_000201_06_001354_001397,186,6.2,1,merged,1,9,12,1,1.1943,0.6006,768,324,832,360,64,36,0.0025,380.225,0.165028,0.851369,0.165028,800.0,342.0,1.7778,19.996001,5.625576,0.5,True,0.032552,0.0,0.0,0.0,0.41021,0.544564,True,0.155,2,2,13,50
VIRAT_S_000201_06_001354_001397,192,6.4,0,merged,0,12,16,1,0.9527,0.6863,1024,432,1088,468,64,36,0.0025,477.1938,0.207115,0.89478,0.207115,1056.0,450.0,1.7778,19.996001,5.916617,0.0,True,0.165365,0.0,0.0,0.0,0.440205,0.549077,False,0.52,1,1,3,39
VIRAT_S_000201_06_001354_001397,192,6.4,1,merged,1,8,12,1,0.6567,0.4852,768,288,832,324,64,36,0.0025,286.3876,0.1243,0.883857,0.1243,800.0,306.0,1.7778,19.996001,3.550855,0.490261,True,0.059028,0.0,0.0,0.0,0.36982,0.549077,False,0.08,2,2,13,50
VIRAT_S_000201_06_001354_001397,198,6.6,0,merged,0,12,16,1,0.7683,0.6125,1024,432,1088,468,64,36,0.0025,445.3479,0.193293,0.97704,0.193293,1056.0,450.0,1.7778,19.996001,4.954221,0.0,True,0.176649,0.0,0.0,0.0,0.414375,0.550104,False,0.345,2,1,3,39
VIRAT_S_000201_06_001354_001397,198,6.6,1,merged,1,8,12,2,0.8464,0.6694,768,288,832,360,64,72,0.005,815.1044,0.176889,1.0,0.176889,800.0,324.0,0.8889,14.140722,4.533767,0.245131,False,0.069444,0.0,0.0,0.0,0.43429,0.550104,False,0.255,1,2,13,50
VIRAT_S_000201_06_001354_001397,204,6.8,0,merged,0,12,16,1,0.6041,0.8177,1024,432,1088,468,64,36,0.0025,301.5323,0.130873,0.782585,0.130873,1056.0,450.0,1.7778,19.996001,3.904902,0.0,True,0.164931,0.0,0.0,0.0,0.486195,0.550105,False,0.24,2,2,3,39
VIRAT_S_000201_06_001354_001397,204,6.8,1,merged,1,9,12,1,1.6328,0.511,768,324,832,360,64,36,0.0025,508.1812,0.220565,1.0,0.220565,800.0,342.0,1.7778,19.996001,6.581047,0.0,True,0.033854,0.0,0.0,0.0,0.37885,0.550105,False,0.36,1,1,13,50
VIRAT_S_000201_06_001354_001397,210,7.0,0,merged,0,12,16,1,1.1423,0.5852,1024,432,1088,468,64,36,0.0025,445.36,0.193299,1.0,0.193299,1056.0,450.0,1.7778,19.996001,5.9669,0.0,True,0.173611,0.0,0.0,0.0,0.40482,0.55015,True,0.24,2,2,3,39
VIRAT_S_000201_06_001354_001397,210,7.0,1,merged,1,9,12,1,1.5974,0.5128,768,324,832,360,64,36,0.0025,499.6483,0.216861,0.944485,0.216861,800.0,342.0,1.7778,19.996001,6.694251,0.0,True,0.03342,0.0,0.0,0.0,0.37948,0.55015,True,0.36,1,1,13,50
VIRAT_S_000201_06_001354_001397,216,7.2,0,merged,0,12,16,1,1.2653,0.8338,1024,432,1088,468,64,36,0.0025,409.6195,0.177786,1.0,0.177786,1056.0,450.0,1.7778,19.996001,6.322325,0.0,True,0.167969,0.0,0.0,0.0,0.49183,0.54914,True,0.315,2,1,3,39
VIRAT_S_000201_06_001354_001397,216,7.2,1,merged,1,8,12,2,1.6546,0.61,768,288,832,360,64,72,0.005,910.3728,0.197564,0.847498,0.197564,800.0,324.0,0.8889,14.140722,7.025633,0.0,False,0.063368,0.0,0.0,0.0,0.4135,0.54914,True,0.285,1,2,13,50
VIRAT_S_000201_06_001354_001397,222,7.4,0,merged,0,12,16,1,0.7148,0.5352,1024,432,1088,468,64,36,0.0025,348.5068,0.151262,0.784961,0.151262,1056.0,450.0,1.7778,19.996001,4.597857,0.0,True,0.160156,0.0,0.0,0.0,0.38732,0.54899,True,0.065,2,2,3,39
VIRAT_S_000201_06_001354_001397,222,7.4,1,merged,1,8,12,2,1.3072,0.6016,768,288,832,360,64,72,0.005,1097.9805,0.238277,1.0,0.238277,800.0,324.0,0.8889,14.140722,7.242839,0.0,False,0.046658,0.0,0.0,0.0,0.41056,0.54899,True,0.535,1,1,13,50
VIRAT_S_000201_06_001354_001397,228,7.6,0,merged,1,13,16,1,0.6027,0.8459,1024,468,1088,504,64,36,0.0025,275.9777,0.119782,0.755172,0.119782,1056.0,486.0,1.7778,19.996001,3.506011,0.490261,True,0.047309,0.0,0.0,0.0,0.496065,0.550093,True,0.405,2,1,3,39
VIRAT_S_000201_06_001354_001397,228,7.6,1,merged,0,8,12,2,1.1931,0.6485,768,288,832,360,64,72,0.005,1053.2827,0.228577,0.907658,0.228577,800.0,324.0,0.8889,14.140722,6.690434,0.0,False,0.067057,0.0,0.0,0.0,0.426975,0.550093,True,0.195,1,2,13,50
VIRAT_S_000201_06_001354_001397,234,7.8,0,merged,0,8,12,2,2.0251,0.8315,768,288,832,360,64,72,0.005,1227.9438,0.266481,1.0,0.266481,800.0,324.0,0.8889,14.140722,8.781949,0.0,False,0.062283,0.0,0.0,0.0,0.491025,0.547826,True,0.3,1,1,13,50
VIRAT_S_000201_06_001354_001397,240,8.0,0,merged,0,12,16,1,0.7209,0.6181,1024,432,1088,468,64,36,0.0025,311.7518,0.135309,1.0,0.135309,1056.0,450.0,1.7778,19.996001,3.551698,0.0,True,0.148003,0.0,0.0,0.0,0.416335,0.549003,True,0.24,2,2,3,39
VIRAT_S_000201_06_001354_001397,240,8.0,1,merged,1,9,12,1,1.9882,0.4804,768,324,832,360,64,36,0.0025,687.2427,0.298282,0.979743,0.298282,800.0,342.0,1.7778,19.996001,7.829559,0.0,True,0.047743,0.0,0.0,0.0,0.36814,0.549003,True,0.36,1,1,13,50
VIRAT_S_000201_06_001354_001397,246,8.2,0,merged,0,12,15,3,0.9382,0.7782,960,432,1088,504,128,72,0.01,1049.8704,0.113918,1.0,0.113918,1024.0,468.0,1.7778,9.9995,4.366435,0.5,False,0.144965,0.0,0.0,0.0,0.47237,0.545719,True,0.005,1,2,3,39
VIRAT_S_000201_06_001354_001397,246,8.2,1,merged,1,9,12,1,2.5772,0.8434,768,324,832,360,64,36,0.0025,631.7709,0.274206,0.803343,0.274206,800.0,342.0,1.7778,19.996001,10.510198,0.0,True,0.047743,0.0,0.0,0.0,0.49519,0.545719,True,0.595,2,1,13,50
VIRAT_S_000201_06_001354_001397,252,8.4,0,merged,0,13,15,1,1.391,0.7253,960,468,1024,504,64,36,0.0025,458.4411,0.198976,1.0,0.198976,992.0,486.0,1.7778,19.996001,6.350287,0.5,True,0.115451,0.0,0.0,0.0,0.453855,0.5468,False,0.525,2,1,3,39
VIRAT_S_000201_06_001354_001397,252,8.4,1,merged,1,8,12,2,1.3363,0.7466,768,288,832,360,64,72,0.005,795.3749,0.172607,0.874274,0.172607,800.0,324.0,0.8889,14.140722,5.508732,0.0,False,0.051649,0.0,0.0,0.0,0.46131,0.5468,False,0.075,1,2,13,50
VIRAT_S_000201_06_001354_001397,258,8.6,0,merged,0,12,15,2,0.9158,0.8274,960,432,1024,504,64,72,0.005,793.6851,0.172241,1.0,0.172241,992.0,468.0,0.8889,14.140722,5.832264,0.245131,False,0.179036,0.0,0.0,0.0,0.48959,0.550108,True,0.255,1,2,3,39
VIRAT_S_000201_06_001354_001397,258,8.6,1,merged,1,9,12,1,1.1966,0.6253,768,324,832,360,64,36,0.0025,461.5021,0.200305,0.711159,0.200305,800.0,342.0,1.7778,19.996001,6.782544,0.0,True,0.046441,0.0,0.0,0.0,0.418855,0.550108,True,0.345,2,1,13,50
VIRAT_S_000201_06_001354_001397,264,8.8,0,merged,0,13,15,1,1.2631,0.5887,960,468,1024,504,64,36,0.0025,448.7766,0.194782,1.0,0.194782,992.0,486.0,1.7778,19.996001,5.895239,0.0,True,0.123264,0.0,0.0,0.0,0.406045,0.550161,False,0.0,2,2,3,39
VIRAT_S_000201_06_001354_001397,264,8.8,1,merged,1,9,12,1,2.0027,0.5932,768,324,832,360,64,36,0.0025,593.3978,0.257551,0.947443,0.257551,800.0,342.0,1.7778,19.996001,7.795019,0.0,True,0.033854,0.0,0.0,0.0,0.40762,0.550161,False,0.61,1,1,13,50
VIRAT_S_000201_06_001354_001397,270,9.0,0,merged,1,17,15,1,0.6548,0.691,960,612,1024,648,64,36,0.0025,199.1333,0.086429,0.188192,0.086429,992.0,630.0,1.7778,19.996001,2.132062,1.0,True,0.105035,0.0,0.0,0.0,0.44185,0.549071,False,0.405,2,1,3,39
VIRAT_S_000201_06_001354_001397,270,9.0,1,merged,0,8,12,2,1.4611,0.6019,768,288,832,360,64,72,0.005,903.9142,0.196162,1.0,0.196162,800.0,324.0,0.8889,14.140722,4.838973,0.0,False,0.05599,0.0,0.0,0.0,0.410665,0.549071,False,0.195,1,2,13,50
VIRAT_S_000201_06_001354_001397,276,9.2,0,merged,1,9,12,3,1.2628,0.6821,704,288,832,360,128,72,0.01,1136.071,0.123272,0.72057,0.123272,768.0,324.0,1.7778,9.9995,5.03502,0.435788,False,0.060004,0.0,0.0,0.0,0.438735,0.545653,True,0.005,1,2,13,50
VIRAT_S_000201_06_001354_001397,276,9.2,1,merged,0,12,15,2,1.7042,0.8404,960,432,1024,504,64,72,0.005,949.5237,0.20606,1.0,0.20606,992.0,468.0,0.8889,14.140722,8.4165,0.0,False,0.181424,0.0,0.0,0.0,0.49414,0.545653,True,0.595,2,1,17,165
VIRAT_S_000201_06_001354_001397,282,9.4,0,merged,0,13,15,1,2.5367,0.7541,960,468,1024,504,64,36,0.0025,631.0933,0.273912,1.0,0.273912,992.0,486.0,1.7778,19.996001,10.374493,0.0,True,0.136285,0.0,0.0,0.0,0.463935,0.547853,True,0.3,1,1,17,165
VIRAT_S_000201_06_001354_001397,288,9.6,0,merged,1,9,12,1,0.7589,0.5562,768,324,832,360,64,36,0.0025,251.6864,0.109239,0.716221,0.109239,800.0,342.0,1.7778,19.996001,3.749045,0.0,True,0.015625,0.0,0.0,0.0,0.39467,0.549131,True,0.065,2,2,13,50
VIRAT_S_000201_06_001354_001397,288,9.6,1,merged,0,12,15,2,1.3364,0.7923,960,432,1024,504,64,72,0.005,946.8661,0.205483,1.0,0.205483,992.0,468.0,0.8889,14.140722,7.052116,0.0,False,0.180122,0.0,0.0,0.0,0.477305,0.549131,True,0.535,1,1,17,165
