video_name,frame_idx,timestamp_sec,blob_id_in_frame,merge_stage,source_raw_blob_ids,grid_row,grid_col,num_grid_cells,mean_flow_magnitude,flow_direction_coherence,x1,y1,x2,y2,bbox_width,bbox_height,bbox_area_ratio,motion_energy,mean_motion,max_motion,motion_density,center_x,center_y,aspect_ratio,scale_score,local_peak_score,spatial_novelty_score,small_blob_flag,edge_density,centroid_displacement,temporal_position_stability,texture_flicker_score,object_motion_score,global_motion_score,camera_motion_flag,blob_importance,rank_by_motion_energy,rank_by_importance
VIRAT_S_050201_06_001168_001240,42,1.4014,2,merged,"2,3,4",1,11,5,0.576,0.9573,960,0,1344,162,384,162,0.03,6279.8115,0.100949,0.730746,0.100949,1152.0,81.0,2.3704,5.773406,1.126875,0.435788,False,0.045396,0.0,0.0,0.0,0.535055,0.550741,False,0.079326,1,5
VIRAT_S_050201_06_001168_001240,42,1.4014,3,merged,5,0,15,1,0.5684,0.9771,1440,0,1536,54,96,54,0.0025,809.834,0.156218,0.366452,0.156218,1488.0,27.0,1.7778,19.996001,1.743839,1.0,True,0.064815,0.0,0.0,0.0,0.541985,0.550741,False,0.559674,4,1
VIRAT_S_050201_06_001168_001240,42,1.4014,4,merged,6,3,2,1,0.5206,0.99,192,162,288,216,96,54,0.0025,673.7695,0.129971,0.652239,0.129971,240.0,189.0,1.7778,19.996001,1.450847,1.0,True,0.15162,0.0,0.0,0.0,0.5465,0.550741,False,0.501573,5,2
VIRAT_S_050201_06_001168_001240,48,1.6016,0,merged,0,9,10,372,1.936,0.9928,0,0,1920,1080,1920,1080,1.0,170327.5156,0.082141,1.0,0.082141,960.0,540.0,1.7778,1.0,1.0,0.0,False,0.05995,0.0,0.0,0.0,0.54748,0.553646,False,0.3,1,1
VIRAT_S_050201_06_001168_001240,54,1.8018,0,merged,"0,1,2,3,4,5,6,7,8,9,10,11,12,13",10,9,249,1.3796,0.995,0,0,1920,1080,1920,1080,1.0,137902.5,0.066504,1.0,0.066504,960.0,540.0,1.7778,1.0,1.0,0.0,False,0.060579,0.0,0.0,0.0,0.54825,0.55257,False,0.3,1,1
VIRAT_S_050201_06_001168_001240,60,2.002,0,merged,"0,1,2,3,4,5,6,7,8,9,10",8,9,242,0.5405,0.9139,0,0,1920,1080,1920,1080,1.0,165004.625,0.079574,1.0,0.079574,960.0,540.0,1.7778,1.0,1.0,0.0,False,0.060106,0.0,0.0,0.0,0.519865,0.551214,False,0.3,1,1
VIRAT_S_050201_06_001168_001240,66,2.2022,0,merged,"0,1,4,11",7,7,10,0.5622,0.9938,576,162,960,594,384,432,0.08,12966.3213,0.078163,1.0,0.078163,768.0,378.0,0.8889,3.535512,1.325212,1.0,False,0.121021,0.0,0.0,0.0,0.54783,0.550732,False,0.463181,1,4
VIRAT_S_050201_06_001168_001240,66,2.2022,1,merged,2,14,10,2,0.5299,0.9872,960,702,1056,810,96,108,0.005,596.489,0.057532,0.592876,0.057532,1008.0,756.0,0.8889,14.140722,0.975419,1.0,False,0.104263,0.0,0.0,0.0,0.54552,0.550732,False,0.362433,4,6
VIRAT_S_050201_06_001168_001240,66,2.2022,2,merged,3,11,2,5,0.5102,0.9497,192,486,288,756,96,270,0.0125,1885.3763,0.072738,0.339628,0.072738,240.0,621.0,0.3556,8.943914,1.233237,1.0,False,0.127585,0.0,0.0,0.0,0.532395,0.550732,False,0.362315,2,7
VIRAT_S_050201_06_001168_001240,66,2.2022,3,merged,5,1,12,1,0.6121,0.9565,1152,54,1248,108,96,54,0.0025,444.5571,0.085756,0.481896,0.085756,1200.0,81.0,1.7778,19.996001,1.453939,0.435788,True,0.02392,0.0,0.0,0.0,0.534775,0.550732,False,0.492131,7,2
VIRAT_S_050201_06_001168_001240,66,2.2022,4,merged,"6,8",2,18,2,0.5994,0.9832,1632,54,1824,216,192,162,0.015,1730.4045,0.055633,0.385222,0.055633,1728.0,135.0,1.1852,8.164694,0.943224,1.0,False,0.018229,0.0,0.0,0.0,0.54412,0.550732,False,0.28194,3,9
VIRAT_S_050201_06_001168_001240,66,2.2022,5,merged,7,13,14,1,0.6518,0.886,1344,702,1440,756,96,54,0.0025,500.2478,0.096498,0.306885,0.096498,1392.0,729.0,1.7778,19.996001,1.636077,0.0,True,0.001543,0.0,0.0,0.0,0.5101,0.550732,False,0.345,5,8
VIRAT_S_050201_06_001168_001240,66,2.2022,6,merged,9,1,1,1,0.5241,0.9233,96,54,192,108,96,54,0.0025,417.245,0.080487,0.390394,0.080487,144.0,81.0,1.7778,19.996001,1.364614,1.0,True,0.076582,0.0,0.0,0.0,0.523155,0.550732,False,0.470194,8,3
VIRAT_S_050201_06_001168_001240,66,2.2022,7,merged,10,6,14,1,0.5149,0.992,1344,324,1440,378,96,54,0.0025,282.916,0.054575,0.258982,0.054575,1392.0,351.0,1.7778,19.996001,0.925286,1.0,True,0.136767,0.0,0.0,0.0,0.5472,0.550732,False,0.400826,9,5
VIRAT_S_050201_06_001168_001240,66,2.2022,8,merged,12,6,0,1,0.5377,0.9903,0,324,96,378,96,54,0.0025,474.0875,0.091452,0.902046,0.091452,48.0,351.0,1.7778,19.996001,1.550519,1.0,True,0.105903,0.0,0.0,0.0,0.546605,0.550732,False,0.722348,6,1
VIRAT_S_050201_06_001168_001240,72,2.4024,0,merged,0,9,10,366,0.7121,0.9659,0,0,1920,1080,1920,1080,1.0,184763.875,0.089103,1.0,0.089103,960.0,540.0,1.7778,1.0,1.0,0.0,False,0.060572,0.0,0.0,0.0,0.538065,0.550998,False,0.3,1,1
VIRAT_S_050201_06_001168_001240,78,2.6026,0,merged,0,13,14,1,0.5122,0.9049,1344,702,1440,756,96,54,0.0025,1372.8125,0.264817,0.583065,0.264817,1392.0,729.0,1.7778,19.996001,2.337094,0.0,True,0.002894,0.0,0.0,0.0,0.516715,0.550287,False,0.3,1,1
VIRAT_S_050201_06_001168_001240,84,2.8028,0,merged,"0,2,3,4,6,7,11,13,14,19,20,21",7,16,59,0.5554,0.9289,960,0,1920,1080,960,1080,0.5,98516.8594,0.09502,0.584957,0.09502,1440.0,540.0,0.8889,1.414212,0.966605,1.0,False,0.036611,0.0,0.0,0.0,0.525115,0.550603,False,0.003547,1,10
VIRAT_S_050201_06_001168_001240,84,2.8028,1,merged,"1,8",5,4,3,0.6051,0.8921,384,216,480,432,96,216,0.01,2169.4712,0.104623,0.362798,0.104623,432.0,324.0,0.4444,9.9995,1.064295,1.0,False,0.044223,0.0,0.0,0.0,0.512235,0.550603,False,0.058229,3,9
VIRAT_S_050201_06_001168_001240,84,2.8028,2,merged,5,0,5,5,0.5746,0.9229,384,0,672,108,288,108,0.015,3653.9751,0.117476,0.402649,0.117476,528.0,54.0,2.6667,8.164694,1.195041,1.0,False,0.068994,0.0,0.0,0.0,0.523015,0.550603,False,0.21647,2,5
VIRAT_S_050201_06_001168_001240,84,2.8028,3,merged,9,8,1,2,0.5774,0.9162,96,378,192,486,96,108,0.005,1407.4786,0.135752,0.266547,0.135752,144.0,432.0,0.8889,14.140722,1.380957,1.0,False,0.015336,0.0,0.0,0.0,0.52067,0.550603,False,0.38928,6,4
VIRAT_S_050201_06_001168_001240,84,2.8028,4,merged,10,18,2,2,0.5398,0.9532,192,972,288,1080,96,108,0.005,1044.2533,0.100719,0.417497,0.100719,240.0,1026.0,0.8889,14.140722,1.024576,1.0,False,0.031443,0.0,0.0,0.0,0.53362,0.550603,False,0.20862,7,6
VIRAT_S_050201_06_001168_001240,84,2.8028,5,merged,12,10,4,3,0.547,0.9708,384,540,576,648,192,108,0.01,1994.9604,0.096208,0.251257,0.096208,480.0,594.0,1.7778,9.9995,0.978684,1.0,False,0.038194,0.0,0.0,0.0,0.53978,0.550603,False,0.182812,4,8
VIRAT_S_050201_06_001168_001240,84,2.8028,6,merged,15,0,0,1,0.6508,0.9942,0,0,96,54,96,54,0.0025,611.2618,0.117913,0.425457,0.117913,48.0,27.0,1.7778,19.996001,1.199487,1.0,True,0.04919,0.0,0.0,0.0,0.54797,0.550603,False,0.486901,8,2
VIRAT_S_050201_06_001168_001240,84,2.8028,7,merged,16,11,0,2,0.7243,0.9223,0,594,192,648,192,54,0.005,1483.4976,0.143084,0.615177,0.143084,96.0,621.0,3.5556,14.140722,1.455543,1.0,False,0.044753,0.0,0.0,0.0,0.522805,0.550603,False,0.4604,5,3
VIRAT_S_050201_06_001168_001240,84,2.8028,8,merged,17,0,2,1,0.5231,0.996,192,0,288,54,96,54,0.0025,611.1984,0.117901,0.235368,0.117901,240.0,27.0,1.7778,19.996001,1.199363,1.0,True,0.171875,0.0,0.0,0.0,0.5486,0.550603,False,0.491139,9,1
VIRAT_S_050201_06_001168_001240,84,2.8028,9,merged,18,16,4,1,0.5089,0.9395,384,864,480,918,96,54,0.0025,498.3922,0.09614,0.326745,0.09614,432.0,891.0,1.7778,19.996001,0.978001,1.0,True,0.045718,0.0,0.0,0.0,0.528825,0.550603,False,0.187675,10,7
VIRAT_S_050201_06_001168_001240,90,3.003,0,merged,0,1,18,1,0.5516,0.9807,1728,54,1824,108,96,54,0.0025,1171.6682,0.226016,1.0,0.226016,1776.0,81.0,1.7778,19.996001,2.84607,0.655947,True,0.056906,0.0,0.0,0.0,0.543245,0.550295,False,0.3,1,1
VIRAT_S_050201_06_001168_001240,96,3.2032,0,merged,"0,1,2,3",9,9,297,0.5667,0.8092,0,0,1920,1080,1920,1080,1.0,159643.125,0.076988,1.0,0.076988,960.0,540.0,1.7778,1.0,1.0,0.0,False,0.060513,0.0,0.0,0.0,0.48322,0.551047,False,0.3,1,1
VIRAT_S_050201_06_001168_001240,102,3.4034,0,merged,"0,1,2",9,10,319,0.5801,0.8912,0,0,1920,1080,1920,1080,1.0,168290.9375,0.081159,1.0,0.081159,960.0,540.0,1.7778,1.0,1.0,0.0,False,0.060512,0.0,0.0,0.0,0.51192,0.551209,False,0.3,1,1
VIRAT_S_050201_06_001168_001240,114,3.8038,0,merged,0,0,12,2,0.6057,0.7206,1056,0,1248,54,192,54,0.005,1343.4027,0.129572,0.489596,0.129572,1152.0,27.0,3.5556,14.140722,2.073707,1.0,False,0.054302,0.0,0.0,0.0,0.45221,0.550684,False,0.227259,1,5
VIRAT_S_050201_06_001168_001240,114,3.8038,1,merged,1,13,14,1,0.5697,0.8816,1344,702,1440,756,96,54,0.0025,766.2896,0.147818,0.375307,0.147818,1392.0,729.0,1.7778,19.996001,2.365725,1.0,True,0.002122,0.0,0.0,0.0,0.50856,0.550684,False,0.680345,2,1
VIRAT_S_050201_06_001168_001240,114,3.8038,2,merged,2,1,18,1,0.5488,0.9563,1728,54,1824,108,96,54,0.0025,529.4041,0.102123,0.425861,0.102123,1776.0,81.0,1.7778,19.996001,1.634401,0.0,True,0.060185,0.0,0.0,0.0,0.534705,0.550684,False,0.202422,6,6
VIRAT_S_050201_06_001168_001240,114,3.8038,3,merged,3,0,15,1,0.658,0.9797,1440,0,1536,54,96,54,0.0025,571.5933,0.110261,0.240855,0.110261,1488.0,27.0,1.7778,19.996001,1.764649,1.0,True,0.082176,0.0,0.0,0.0,0.542895,0.550684,False,0.470895,4,2
VIRAT_S_050201_06_001168_001240,114,3.8038,4,merged,4,18,2,1,0.5576,0.7882,192,972,288,1026,96,54,0.0025,653.6418,0.126088,1.0,0.126088,240.0,999.0,1.7778,19.996001,2.017953,0.245131,True,0.065972,0.0,0.0,0.0,0.47587,0.550684,False,0.278399,3,3
VIRAT_S_050201_06_001168_001240,114,3.8038,5,merged,5,14,16,1,0.5213,0.8234,1536,756,1632,810,96,54,0.0025,539.8953,0.104146,0.488459,0.104146,1584.0,783.0,1.7778,19.996001,1.66679,1.0,True,0.058642,0.0,0.0,0.0,0.48819,0.550684,False,0.270573,5,4
VIRAT_S_050201_06_001168_001240,120,4.004,0,merged,"0,1,3,4,5,10,14,15,18,19",11,16,28,0.563,0.8815,960,270,1920,972,960,702,0.325,48404.5938,0.071825,0.532818,0.071825,1440.0,621.0,1.3675,1.754113,1.001535,1.0,False,0.036718,0.0,0.0,0.0,0.508525,0.550527,False,0.13547,1,11
VIRAT_S_050201_06_001168_001240,120,4.004,1,merged,"2,6,7,20",8,5,6,0.5883,0.9581,384,270,672,648,288,378,0.0525,8479.8271,0.077894,0.332275,0.077894,528.0,459.0,0.7619,4.364316,1.086152,1.0,False,0.063033,0.0,0.0,0.0,0.535335,0.550527,False,0.283974,2,8
VIRAT_S_050201_06_001168_001240,120,4.004,2,merged,8,16,4,1,0.5524,0.9853,384,864,480,918,96,54,0.0025,403.0579,0.07775,0.177647,0.07775,432.0,891.0,1.7778,19.996001,1.084153,1.0,True,0.04784,0.0,0.0,0.0,0.544855,0.550527,False,0.442913,11,5
VIRAT_S_050201_06_001168_001240,120,4.004,3,merged,9,0,12,4,0.5718,0.9067,1056,0,1344,108,288,108,0.015,2928.7529,0.09416,0.363987,0.09416,1200.0,54.0,2.6667,8.164694,1.312969,0.5,False,0.043692,0.0,0.0,0.0,0.517345,0.550527,False,0.270117,3,10
VIRAT_S_050201_06_001168_001240,120,4.004,4,merged,11,1,18,1,0.5104,0.9568,1728,54,1824,108,96,54,0.0025,436.9232,0.084283,0.184451,0.084283,1776.0,81.0,1.7778,19.996001,1.175244,0.0,True,0.067323,0.0,0.0,0.0,0.53488,0.550527,False,0.271896,10,9
VIRAT_S_050201_06_001168_001240,120,4.004,5,merged,12,8,1,2,0.5135,0.9249,96,378,192,486,96,108,0.005,975.3918,0.094077,0.192999,0.094077,144.0,432.0,0.8889,14.140722,1.311814,1.0,False,0.024498,0.0,0.0,0.0,0.523715,0.550527,False,0.429684,6,6
VIRAT_S_050201_06_001168_001240,120,4.004,6,merged,13,0,16,4,0.6798,0.9627,1440,0,1632,108,192,108,0.01,2336.0813,0.112658,0.249694,0.112658,1536.0,54.0,1.7778,9.9995,1.570909,0.5,False,0.031154,0.0,0.0,0.0,0.536945,0.550527,False,0.468056,4,4
VIRAT_S_050201_06_001168_001240,120,4.004,7,merged,16,11,0,2,0.7555,0.8984,0,594,192,648,192,54,0.005,1344.1979,0.129649,0.453467,0.129649,96.0,621.0,3.5556,14.140722,1.807824,1.0,False,0.044174,0.0,0.0,0.0,0.51444,0.550527,False,0.626784,5,1
VIRAT_S_050201_06_001168_001240,120,4.004,8,merged,17,19,8,1,0.567,0.9625,768,1026,864,1080,96,54,0.0025,459.9293,0.088721,0.236353,0.088721,816.0,1053.0,1.7778,19.996001,1.237127,1.0,True,0.050926,0.0,0.0,0.0,0.536875,0.550527,False,0.486857,9,2
VIRAT_S_050201_06_001168_001240,120,4.004,9,merged,21,1,7,1,0.5948,0.9363,672,54,768,108,96,54,0.0025,482.4158,0.093059,0.259741,0.093059,720.0,81.0,1.7778,19.996001,1.297611,1.0,True,0.024113,0.0,0.0,0.0,0.527705,0.550527,False,0.484444,8,3
VIRAT_S_050201_06_001168_001240,120,4.004,10,merged,22,15,0,1,0.5194,0.7682,0,810,96,864,96,54,0.0025,485.3458,0.093624,0.243647,0.093624,48.0,837.0,1.7778,19.996001,1.305492,1.0,True,0.023341,0.0,0.0,0.0,0.46887,0.550527,False,0.294485,7,7
VIRAT_S_050201_06_001168_001240,126,4.2042,0,merged,0,9,9,351,0.889,0.9901,0,0,1920,1080,1920,1080,1.0,193730.3125,0.093427,1.0,0.093427,960.0,540.0,1.7778,1.0,1.0,0.0,False,0.060975,0.0,0.0,0.0,0.546535,0.551847,False,0.3,1,1
VIRAT_S_050201_06_001168_001240,132,4.4044,0,merged,0,9,10,387,1.8772,0.992,0,0,1920,1080,1920,1080,1.0,198222.1406,0.095593,1.0,0.095593,960.0,540.0,1.7778,1.0,1.0,0.0,False,0.059388,0.0,0.0,0.0,0.5472,0.553485,False,0.3,1,1
VIRAT_S_050201_06_001168_001240,138,4.6046,0,merged,"0,3",3,4,4,0.5249,0.9958,288,108,480,324,192,216,0.02,3750.4248,0.090433,0.485886,0.090433,384.0,216.0,0.8889,7.070891,1.136,1.0,False,0.107374,0.0,0.0,0.0,0.54853,0.550846,False,0.287217,2,5
VIRAT_S_050201_06_001168_001240,138,4.6046,1,merged,1,0,16,2,0.6308,0.9607,1536,0,1728,54,192,54,0.005,1418.405,0.136806,0.609029,0.136806,1632.0,27.0,3.5556,14.140722,1.718534,0.905391,False,0.018229,0.0,0.0,0.0,0.536245,0.550846,False,0.541653,3,2
VIRAT_S_050201_06_001168_001240,138,4.6046,2,merged,"2,4,5,7,10",3,12,9,0.5591,0.9276,960,0,1344,432,384,432,0.08,15528.0391,0.093606,1.0,0.093606,1152.0,216.0,0.8889,3.535512,1.175857,1.0,False,0.043529,0.0,0.0,0.0,0.52466,0.550846,False,0.219469,1,6
VIRAT_S_050201_06_001168_001240,138,4.6046,3,merged,6,6,16,1,0.5104,0.6648,1536,324,1632,378,96,54,0.0025,711.2437,0.1372,0.57383,0.1372,1584.0,351.0,1.7778,19.996001,1.72348,1.0,True,0.004823,0.0,0.0,0.0,0.43268,0.550846,False,0.390534,5,4
VIRAT_S_050201_06_001168_001240,138,4.6046,4,merged,8,13,14,1,0.58,0.8551,1344,702,1440,756,96,54,0.0025,849.6525,0.163899,0.416936,0.163899,1392.0,729.0,1.7778,19.996001,2.058871,0.0,True,0.001929,0.0,0.0,0.0,0.499285,0.550846,False,0.488731,4,3
VIRAT_S_050201_06_001168_001240,138,4.6046,5,merged,9,3,15,1,0.5637,0.9934,1440,162,1536,216,96,54,0.0025,668.7445,0.129002,0.266551,0.129002,1488.0,189.0,1.7778,19.996001,1.620497,1.0,True,0.016975,0.0,0.0,0.0,0.54769,0.550846,False,0.597434,6,1
VIRAT_S_050201_06_001168_001240,144,4.8048,0,merged,0,9,10,337,0.7002,0.9558,0,0,1920,1080,1920,1080,1.0,183308.75,0.088401,1.0,0.088401,960.0,540.0,1.7778,1.0,1.0,0.0,False,0.058979,0.0,0.0,0.0,0.53453,0.551253,False,0.3,1,1
VIRAT_S_050201_06_001168_001240,150,5.005,0,merged,0,0,12,1,0.656,0.5071,1152,0,1248,54,96,54,0.0025,1326.0688,0.2558,0.960444,0.2558,1200.0,27.0,1.7778,19.996001,3.418043,0.245131,True,0.086613,0.0,0.0,0.0,0.377485,0.550155,False,0.3,1,1
VIRAT_S_050201_06_001168_001240,156,5.2052,0,merged,0,13,14,1,0.9064,0.8668,1344,702,1440,756,96,54,0.0025,1828.2802,0.352677,0.769028,0.352677,1392.0,729.0,1.7778,19.996001,2.684951,0.0,True,0.001736,0.0,0.0,0.0,0.50338,0.550215,False,0.27,1,2
VIRAT_S_050201_06_001168_001240,156,5.2052,1,merged,1,2,16,1,0.5802,0.9632,1536,108,1632,162,96,54,0.0025,1217.8149,0.234918,0.488238,0.234918,1584.0,135.0,1.7778,19.996001,1.788442,1.0,True,0.054784,0.0,0.0,0.0,0.53712,0.550215,False,0.33,2,1
VIRAT_S_050201_06_001168_001240,168,5.6056,0,merged,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17",9,10,228,0.5793,0.9065,0,0,1920,1080,1920,1080,1.0,193502.9531,0.093317,1.0,0.093317,960.0,540.0,1.7778,1.0,1.0,0.0,False,0.060661,0.0,0.0,0.0,0.517275,0.550872,False,0.3,1,1
VIRAT_S_050201_06_001168_001240,174,5.8058,0,merged,0,0,12,1,0.6418,0.7931,1152,0,1248,54,96,54,0.0025,945.1514,0.182321,0.676193,0.182321,1200.0,27.0,1.7778,19.996001,2.16188,0.0,True,0.071566,0.0,0.0,0.0,0.477585,0.550656,False,0.27,1,4
VIRAT_S_050201_06_001168_001240,174,5.8058,1,merged,1,13,14,1,0.5142,0.8598,1344,702,1440,756,96,54,0.0025,825.1446,0.159171,0.36663,0.159171,1392.0,729.0,1.7778,19.996001,1.887384,0.0,True,0.002894,0.0,0.0,0.0,0.50093,0.550656,False,0.200333,3,5
VIRAT_S_050201_06_001168_001240,174,5.8058,2,merged,2,15,11,1,0.5096,0.9948,1056,810,1152,864,96,54,0.0025,653.6788,0.126095,0.560993,0.126095,1104.0,837.0,1.7778,19.996001,1.495184,1.0,True,0.146991,0.0,0.0,0.0,0.54818,0.550656,False,0.33,5,3
VIRAT_S_050201_06_001168_001240,174,5.8058,3,merged,3,14,16,1,0.6313,0.938,1536,756,1632,810,96,54,0.0025,845.2296,0.163046,0.702349,0.163046,1584.0,783.0,1.7778,19.996001,1.933325,1.0,True,0.071566,0.0,0.0,0.0,0.5283,0.550656,False,0.502757,2,1
VIRAT_S_050201_06_001168_001240,174,5.8058,4,merged,4,0,17,1,0.5105,0.9124,1632,0,1728,54,96,54,0.0025,804.041,0.155101,0.590044,0.155101,1680.0,27.0,1.7778,19.996001,1.839113,1.0,True,0.020255,0.0,0.0,0.0,0.51934,0.550656,False,0.418743,4,2
VIRAT_S_050201_06_001168_001240,180,6.006,0,merged,0,6,12,1,0.5287,0.8671,1152,324,1248,378,96,54,0.0025,1114.406,0.21497,0.474593,0.21497,1200.0,351.0,1.7778,19.996001,1.234508,1.0,True,0.0,0.0,0.0,0.0,0.503485,0.550315,False,0.288269,5,4
VIRAT_S_050201_06_001168_001240,180,6.006,1,merged,1,13,14,2,0.7108,0.7933,1344,702,1536,756,192,54,0.005,3503.186,0.337884,0.967944,0.337884,1440.0,729.0,3.5556,14.140722,1.940367,0.435788,False,0.01061,0.0,0.0,0.0,0.477655,0.550315,False,0.335582,2,3
VIRAT_S_050201_06_001168_001240,180,6.006,2,merged,2,19,8,1,0.5966,0.8916,768,1026,864,1080,96,54,0.0025,1448.1361,0.279347,0.652674,0.279347,816.0,1053.0,1.7778,19.996001,1.604205,1.0,True,0.04784,0.0,0.0,0.0,0.51206,0.550315,False,0.51498,3,1
