track_id,class_name,start_frame,end_frame,start_time_sec,end_time_sec,duration_sec,num_visible_frames,num_observed_motion_frames,num_weak_motion_frames,num_detector_only_frames,observed_motion_ratio,weak_motion_ratio,mean_motion_inside_bbox,max_motion_inside_bbox,mean_motion_coverage,mean_motion_density,max_motion_density,associated_motion_blob_count,mean_associated_blob_importance,track_displacement_px,normalized_track_displacement,trajectory_length,mean_speed,median_speed,bbox_jitter_score,class_weight,track_motion_importance,is_stationary_track,is_moving_track,track_state
13,car,6,2142,0.2002,71.4714,71.2712,357,61,28,268,0.170868,0.078431,0.057992,0.206227,0.423938,1.446436,20.161035,61,0.295492,4.82,0.002189,460.94,6.4674,4.6473,95.6012,0.95,0.0,True,False,stationary_vehicle
14,car,6,2088,0.2002,69.6696,69.4694,229,0,32,197,0.0,0.139738,0.06015,0.19174,0.412209,1.742252,20.092624,1,0.009687,4.01,0.001819,379.69,5.4656,6.8853,94.7636,0.95,0.0,True,False,stationary_vehicle
15,car,6,552,0.2002,18.4184,18.2182,92,0,34,58,0.0,0.369565,0.091075,0.189448,0.679618,2.981574,20.01429,0,0.0,2.1,0.000954,180.7,9.9188,6.8808,86.0244,0.95,0.0,True,False,stationary_vehicle
16,car,6,2142,0.2002,71.4714,71.2712,299,3,27,269,0.010033,0.090301,0.058413,0.187383,0.43363,1.431102,20.009757,3,0.257365,31.58,0.014333,654.43,9.1822,8.871,20.7259,0.95,0.0,True,False,stationary_vehicle
17,car,6,2142,0.2002,71.4714,71.2712,322,5,26,291,0.015528,0.080745,0.05172,0.17762,0.384414,1.324541,17.364372,5,0.139801,1.53,0.000693,204.69,2.872,2.3033,134.1274,0.95,0.0,True,False,stationary_vehicle
18,car,6,822,0.2002,27.4274,27.2272,125,0,30,95,0.0,0.24,0.063866,0.188921,0.46685,2.136678,19.721255,0,0.0,14.94,0.006781,218.59,8.0283,4.5797,14.6342,0.95,0.0,True,False,stationary_vehicle
19,car,6,2070,0.2002,69.069,68.8688,266,2,38,226,0.007519,0.142857,0.059521,0.200698,0.400216,1.75681,20.321014,3,0.004896,5.25,0.002384,373.78,5.4274,5.5581,71.1759,0.95,0.0,True,False,stationary_vehicle
20,car,6,2142,0.2002,71.4714,71.2712,256,42,23,191,0.164062,0.089844,0.060015,0.20027,0.416119,1.602115,19.578675,42,0.29881,6.37,0.002891,327.69,4.5977,4.6174,51.4471,0.95,0.0,True,False,stationary_vehicle
21,car,6,2124,0.2002,70.8708,70.6706,238,11,21,206,0.046218,0.088235,0.044646,0.152617,0.32367,1.230683,13.777747,11,0.281243,40.11,0.018206,675.94,9.5646,10.0778,16.8541,0.95,0.0,True,False,stationary_vehicle
22,car,6,2142,0.2002,71.4714,71.2712,348,8,37,303,0.022989,0.106322,0.066742,0.185804,0.468267,1.63604,19.018776,8,0.343165,4.95,0.002247,372.56,5.2273,4.14,75.2615,0.95,0.0,True,False,stationary_vehicle
23,car,6,6,0.2002,0.2002,0.2,1,0,0,1,0.0,0.0,0.0626,0.0626,0.514276,0.698791,0.698791,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,True,False,weak_only_stationary
24,car,6,192,0.2002,6.4064,6.2062,3,0,1,2,0.0,0.333333,0.080621,0.138234,0.61488,7.401942,20.188986,0,0.0,1.82,0.000824,7.13,1.1494,17.833,3.9281,0.95,0.0,True,False,weak_only_stationary
25,car,6,36,0.2002,1.2012,1.001,2,0,0,2,0.0,0.0,0.066041,0.088599,0.561607,0.660994,0.836588,0,0.0,3.83,0.00174,3.83,3.8283,19.1607,1.0,0.95,0.0,True,False,weak_only_stationary
31,truck,36,48,1.2012,1.6016,0.4004,3,1,0,2,0.333333,0.0,0.080002,0.0996,0.721042,1.146657,2.111777,1,0.3,1.15,0.000521,4.8,11.9946,12.0066,4.1846,0.9,0.0,True,False,weak_only_stationary
32,truck,42,162,1.4014,5.4054,4.004,9,0,8,1,0.0,0.888889,0.106026,0.158609,0.871705,4.569302,15.528685,0,0.0,22.22,0.010085,32.54,8.128,8.9618,1.4649,0.9,0.0,True,False,stationary_vehicle
39,truck,78,90,2.6026,3.003,0.4004,3,0,3,0,0.0,1.0,0.143024,0.151834,0.904906,2.575996,2.893846,0,0.0,0.95,0.00043,1.15,2.8686,2.8715,1.1486,0.9,0.0,True,False,weak_only_stationary
49,truck,120,132,4.004,4.4044,0.4004,3,0,2,1,0.0,0.666667,0.096071,0.131029,0.786268,3.524315,6.750267,0,0.0,4.09,0.001857,4.74,11.8339,11.8457,1.1585,0.9,0.0,True,False,weak_only_stationary
51,car,156,156,5.2052,5.2052,0.2,1,0,1,0,0.0,1.0,0.14348,0.14348,0.98156,2.203448,2.203448,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,True,False,weak_only_stationary
56,truck,180,270,6.006,9.009,3.003,16,0,15,1,0.0,0.9375,0.130353,0.184617,0.8789,8.397974,19.111868,0,0.0,0.74,0.000337,23.18,7.7201,6.0337,23.1833,0.9,0.0,True,False,stationary_vehicle
79,truck,288,306,9.6096,10.2102,0.6006,4,0,1,3,0.0,0.25,0.122831,0.17425,0.85139,1.669803,2.597916,0,0.0,2.65,0.001205,4.18,6.963,7.281,1.5752,0.9,0.0,True,False,weak_only_stationary
80,car,288,954,9.6096,31.8318,22.2222,37,0,2,35,0.0,0.054054,0.072357,0.229088,0.450954,1.267808,3.895599,0,0.0,5.82,0.002641,32.38,1.4571,3.7056,5.5657,0.95,0.0,True,False,stationary_vehicle
94,car,336,354,11.2112,11.8118,0.6006,4,0,1,3,0.0,0.25,0.102546,0.154279,0.729884,1.351705,2.388066,0,0.0,0.88,0.000401,1.32,2.2049,2.6968,1.3243,0.95,0.0,True,False,weak_only_stationary
101,truck,384,552,12.8128,18.4184,5.6056,29,1,0,28,0.034483,0.0,0.073012,0.186904,0.524213,1.085139,1.658418,1,0.33651,1.59,0.000724,34.49,6.1536,5.1403,21.6386,0.9,0.0,True,False,stationary_vehicle
108,car,468,798,15.6156,26.6266,11.011,19,5,0,14,0.263158,0.0,0.060084,0.270679,0.282947,1.896404,11.815876,5,0.533182,1.62,0.000733,37.27,3.3844,7.8758,23.067,0.95,0.0,True,False,stationary_vehicle
110,truck,474,1290,15.8158,43.043,27.2272,34,0,0,34,0.0,0.0,0.026701,0.054479,0.098779,1.086145,1.996297,0,0.0,15.05,0.006833,84.18,3.0916,7.5068,5.5919,0.9,0.0,True,False,stationary_vehicle
116,car,570,690,19.019,23.023,4.004,21,0,1,20,0.0,0.047619,0.02822,0.047216,0.111373,1.126567,2.049396,0,0.0,2.31,0.00105,24.79,6.1912,5.448,10.7178,0.95,0.0,True,False,stationary_vehicle
117,car,570,804,19.019,26.8268,7.8078,40,1,0,39,0.025,0.0,0.026696,0.049604,0.086398,0.893369,1.218501,1,0.005,3.1,0.001406,86.8,11.1168,8.4039,28.0335,0.95,0.0,True,False,stationary_vehicle
120,car,588,1896,19.6196,63.2632,43.6436,58,1,0,57,0.017241,0.0,0.039421,0.156882,0.235683,1.012979,1.445156,1,0.005,18.63,0.008459,82.65,1.8938,5.763,4.4356,0.95,0.0,True,False,stationary_vehicle
123,car,708,846,23.6236,28.2282,4.6046,24,0,0,24,0.0,0.0,0.033667,0.051267,0.164681,0.895137,1.335514,0,0.0,14.86,0.006746,31.17,6.7688,3.6963,2.0973,0.95,0.0,True,False,stationary_vehicle
125,car,726,1770,24.2242,59.059,34.8348,65,2,0,63,0.030769,0.0,0.040154,0.158184,0.285846,0.848546,1.349886,2,0.068717,20.18,0.009162,354.13,10.1661,22.3321,17.5458,0.95,0.0,True,False,stationary_vehicle
139,truck,834,960,27.8278,32.032,4.2042,8,0,0,8,0.0,0.0,0.042725,0.064921,0.304697,0.934582,1.017677,0,0.0,22.63,0.010272,36.56,8.6972,5.976,1.6159,0.9,0.0,True,False,stationary_vehicle
148,car,876,876,29.2292,29.2292,0.2,1,0,0,1,0.0,0.0,0.068065,0.068065,0.622252,1.245974,1.245974,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,True,False,weak_only_stationary
154,truck,906,906,30.2302,30.2302,0.2,1,0,0,1,0.0,0.0,0.054474,0.054474,0.426269,1.032041,1.032041,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,True,False,weak_only_stationary
158,car,918,1836,30.6306,61.2612,30.6306,148,0,0,148,0.0,0.0,0.036473,0.145641,0.249487,0.859228,1.273654,0,0.0,13.05,0.005925,233.08,7.6094,4.9023,17.8577,0.95,0.0,True,False,stationary_vehicle
162,truck,936,942,31.2312,31.4314,0.2002,2,0,0,2,0.0,0.0,0.050265,0.056351,0.397779,0.771107,0.863764,0,0.0,5.68,0.002578,5.68,28.3717,28.4,1.0,0.9,0.0,True,False,weak_only_stationary
163,truck,942,1464,31.4314,48.8488,17.4174,88,6,4,78,0.068182,0.045455,0.023758,0.156392,0.091009,1.193166,5.159868,6,0.3,12.98,0.005893,196.2,11.2648,8.5314,15.1138,0.9,0.0,True,False,stationary_vehicle
167,car,960,1062,32.032,35.4354,3.4034,18,0,0,18,0.0,0.0,0.01499,0.067414,0.039891,0.985395,1.584332,0,0.0,1.51,0.000687,25.7,7.5522,5.2038,16.9859,0.95,0.0,True,False,stationary_vehicle
197,motorcycle,1074,1146,35.8358,38.2382,2.4024,8,8,0,0,1.0,0.0,0.472885,0.518317,0.9953,39.948044,50.719015,8,0.3,261.7,0.118798,262.65,109.3262,130.4482,1.0036,0.85,0.5,False,True,moving_vehicle
199,car,1086,1086,36.2362,36.2362,0.2,1,0,0,1,0.0,0.0,0.010811,0.010811,0.001963,1.056897,1.056897,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,True,False,weak_only_stationary
207,truck,1110,1128,37.037,37.6376,0.6006,4,0,0,4,0.0,0.0,0.013027,0.015238,0.001645,1.007637,1.243623,0,0.0,1.69,0.000765,4.7,7.8274,7.3164,2.7886,0.9,0.0,True,False,weak_only_stationary
217,car,1158,1212,38.6386,40.4404,1.8018,9,0,0,9,0.0,0.0,0.014628,0.019317,0.01163,1.068358,1.206497,0,0.0,1.63,0.00074,11.07,6.1466,6.1816,6.7924,0.95,0.0,True,False,stationary_vehicle
228,car,1230,1410,41.041,47.047,6.006,31,0,0,31,0.0,0.0,0.018809,0.036857,0.040672,1.182885,1.764501,0,0.0,0.86,0.00039,20.27,3.3749,3.0692,20.2697,0.95,0.0,True,False,stationary_vehicle
234,car,1278,1380,42.6426,46.046,3.4034,5,0,0,5,0.0,0.0,0.009948,0.019336,0.000588,0.77575,0.834457,0,0.0,14.26,0.006474,15.15,4.4508,19.1624,1.0622,0.95,0.0,True,False,weak_only_stationary
260,truck,1440,1812,48.048,60.4604,12.4124,63,4,2,57,0.063492,0.031746,0.083189,0.172486,0.658763,1.225023,2.174773,4,0.340825,4.97,0.002255,47.73,3.8454,3.5043,9.6064,0.9,0.0,True,False,stationary_vehicle
263,car,1458,2142,48.6486,71.4714,22.8228,84,0,7,77,0.0,0.083333,0.102372,0.194306,0.813097,1.298253,2.293092,0,0.0,4.19,0.001904,112.54,4.9309,4.7183,26.8356,0.95,0.0,True,False,stationary_vehicle
265,car,1488,2070,49.6496,69.069,19.4194,64,4,4,56,0.0625,0.0625,0.089105,0.172709,0.719295,1.271821,3.217739,4,0.379297,5.44,0.002471,156.32,8.0499,8.7397,28.7172,0.95,0.0,True,False,stationary_vehicle
266,car,1488,1518,49.6496,50.6506,1.001,6,0,0,6,0.0,0.0,0.04194,0.098134,0.262336,0.898559,1.05516,0,0.0,1.16,0.000526,10.96,10.9465,6.6115,9.45,0.95,0.0,True,False,stationary_vehicle
268,truck,1500,1806,50.05,60.2602,10.2102,21,0,0,21,0.0,0.0,0.08174,0.155115,0.713837,1.125961,1.49575,0,0.0,0.43,0.000195,16.88,1.6529,3.472,16.8763,0.9,0.0,True,False,stationary_vehicle
277,car,1566,1710,52.2522,57.057,4.8048,7,0,0,7,0.0,0.0,0.063443,0.090987,0.534584,0.938251,1.206139,0,0.0,4.25,0.001929,9.46,1.969,5.2321,2.2269,0.95,0.0,True,False,weak_only_stationary
285,car,1770,1896,59.059,63.2632,4.2042,14,0,0,14,0.0,0.0,0.067496,0.10257,0.596821,0.967217,1.208793,1,0.009687,8.54,0.003876,34.3,8.158,6.8184,4.0173,0.95,0.0,True,False,stationary_vehicle
294,truck,1830,1830,61.061,61.061,0.2,1,0,0,1,0.0,0.0,0.13128,0.13128,0.915457,1.540103,1.540103,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,True,False,weak_only_stationary
296,truck,1860,1866,62.062,62.2622,0.2002,2,0,0,2,0.0,0.0,0.076282,0.103513,0.689994,1.057025,1.096199,0,0.0,0.44,0.000201,0.44,2.2114,2.2136,0.4427,0.9,0.0,True,False,weak_only_stationary
300,truck,1884,1884,62.8628,62.8628,0.2,1,0,0,1,0.0,0.0,0.072732,0.072732,0.797739,0.992117,0.992117,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,True,False,weak_only_stationary
313,car,1956,2142,65.2652,71.4714,6.2062,22,0,0,22,0.0,0.0,0.09564,0.162095,0.759045,1.048231,1.2828,0,0.0,4.17,0.001893,67.65,10.9008,17.0461,16.2219,0.95,0.0,True,False,stationary_vehicle
323,truck,2028,2106,67.6676,70.2702,2.6026,14,1,0,13,0.071429,0.0,0.095951,0.186423,0.73622,1.057048,1.411182,1,0.230329,1.23,0.000559,10.22,3.9256,3.3185,8.2952,0.9,0.0,True,False,stationary_vehicle
343,car,2124,2124,70.8708,70.8708,0.2,1,0,0,1,0.0,0.0,0.112571,0.112571,0.958932,1.124663,1.124663,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,True,False,weak_only_stationary
344,car,2136,2142,71.2712,71.4714,0.2002,2,0,0,2,0.0,0.0,0.085371,0.0905,0.872065,0.953904,0.999167,0,0.0,0.34,0.000154,0.34,1.6902,1.6919,0.3384,0.95,0.0,True,False,weak_only_stationary
345,truck,2136,2142,71.2712,71.4714,0.2002,2,0,0,2,0.0,0.0,0.101973,0.10908,0.906886,1.138238,1.181287,0,0.0,2.44,0.001106,2.44,12.1667,12.1789,1.0,0.9,0.0,True,False,weak_only_stationary
